id,data,moeda_origem,moeda_destino,taxa_cambio
1679,2023-10-07,15,1,0.006312
1680,2023-10-07,18,1,1.52221
1681,2023-10-08,6,1,5.174093
1682,2023-10-08,5,1,5.427168
1683,2023-10-08,9,1,0.732949
1684,2023-10-08,10,6,0.007396
1685,2023-10-08,15,1,0.006333
1686,2023-10-08,18,1,1.524712
1687,2023-10-09,6,1,5.166325
1688,2023-10-09,5,1,5.424733
1689,2023-10-09,9,1,0.73368
1690,2023-10-09,10,6,0.007417
1691,2023-10-09,15,1,0.006355
1692,2023-10-09,18,1,1.526952
1693,2023-10-10,6,1,5.158982
1694,2023-10-10,5,1,5.422982
1695,2023-10-10,9,1,0.734483
1696,2023-10-10,10,6,0.007438
1697,2023-10-10,15,1,0.006375
1698,2023-10-10,18,1,1.528925
1699,2023-10-11,6,1,5.152087
1700,2023-10-11,5,1,5.421915
1701,2023-10-11,9,1,0.735355
1702,2023-10-11,10,6,0.007459
1703,2023-10-11,15,1,0.006395
1704,2023-10-11,18,1,1.530623
1705,2023-10-12,6,1,5.145664
1706,2023-10-12,5,1,5.421532
1707,2023-10-12,9,1,0.736293
1708,2023-10-12,10,6,0.007481
1709,2023-10-12,15,1,0.006415
1710,2023-10-12,18,1,1.532041
1711,2023-10-13,6,1,5.139734
1712,2023-10-13,5,1,5.42183
1713,2023-10-13,9,1,0.737294
1714,2023-10-13,10,6,0.007503
1715,2023-10-13,15,1,0.006433
1716,2023-10-13,18,1,1.533177
1717,2023-10-14,6,1,5.134315
1718,2023-10-14,5,1,5.422804
1719,2023-10-14,9,1,0.738352
1720,2023-10-14,10,6,0.007525
1721,2023-10-14,15,1,0.006451
1722,2023-10-14,18,1,1.534026
1723,2023-10-15,6,1,5.129425
1724,2023-10-15,5,1,5.424445
1725,2023-10-15,9,1,0.739465
1726,2023-10-15,10,6,0.007547
1727,2023-10-15,15,1,0.006468
1728,2023-10-15,18,1,1.534587
1729,2023-10-16,6,1,5.125079
1730,2023-10-16,5,1,5.426743
1731,2023-10-16,9,1,0.740629
1732,2023-10-16,10,6,0.007569
1733,2023-10-16,15,1,0.006484
1734,2023-10-16,18,1,1.534857
1735,2023-10-17,6,1,5.121291
1736,2023-10-17,5,1,5.429687
1737,2023-10-17,9,1,0.741838
1738,2023-10-17,10,6,0.00759
1739,2023-10-17,15,1,0.006499
1740,2023-10-17,18,1,1.534838
1741,2023-10-18,6,1,5.118072
1742,2023-10-18,5,1,5.43326
1743,2023-10-18,9,1,0.743089
1744,2023-10-18,10,6,0.007612
1745,2023-10-18,15,1,0.006514
1746,2023-10-18,18,1,1.534529
1747,2023-10-19,6,1,5.115432
1748,2023-10-19,5,1,5.437447
1749,2023-10-19,9,1,0.744377
1750,2023-10-19,10,6,0.007633
1751,2023-10-19,15,1,0.006527
1752,2023-10-19,18,1,1.533932
1753,2023-10-20,6,1,5.113378
1754,2023-10-20,5,1,5.442228
1755,2023-10-20,9,1,0.745697
1756,2023-10-20,10,6,0.007653
1757,2023-10-20,15,1,0.006539
1758,2023-10-20,18,1,1.53305
1759,2023-10-21,6,1,5.111915
1760,2023-10-21,5,1,5.447582
1761,2023-10-21,9,1,0.747044
1762,2023-10-21,10,6,0.007673
1763,2023-10-21,15,1,0.00655
1764,2023-10-21,18,1,1.531887
1765,2023-10-22,6,1,5.111046
1766,2023-10-22,5,1,5.453486
1767,2023-10-22,9,1,0.748414
1768,2023-10-22,10,6,0.007693
1769,2023-10-22,15,1,0.006559
1770,2023-10-22,18,1,1.530446
1771,2023-10-23,6,1,5.110772
1772,2023-10-23,5,1,5.459916
1773,2023-10-23,9,1,0.749802
1774,2023-10-23,10,6,0.007712
1775,2023-10-23,15,1,0.006568
1776,2023-10-23,18,1,1.528734
1777,2023-10-24,6,1,5.111092
1778,2023-10-24,5,1,5.466844
1779,2023-10-24,9,1,0.751202
1780,2023-10-24,10,6,0.007731
1781,2023-10-24,15,1,0.006576
1782,2023-10-24,18,1,1.526756
1783,2023-10-25,6,1,5.112002
1784,2023-10-25,5,1,5.474242
1785,2023-10-25,9,1,0.75261
1786,2023-10-25,10,6,0.007748
1787,2023-10-25,15,1,0.006582
1788,2023-10-25,18,1,1.524521
1789,2023-10-26,6,1,5.113497
1790,2023-10-26,5,1,5.48208
1791,2023-10-26,9,1,0.75402
1792,2023-10-26,10,6,0.007765
1793,2023-10-26,15,1,0.006587
1794,2023-10-26,18,1,1.522035
1795,2023-10-27,6,1,5.115569
1796,2023-10-27,5,1,5.490327
1797,2023-10-27,9,1,0.755427
1798,2023-10-27,10,6,0.007781
1799,2023-10-27,15,1,0.006591
1800,2023-10-27,18,1,1.519308
1801,2023-10-28,6,1,5.118209
1802,2023-10-28,5,1,5.498949
1803,2023-10-28,9,1,0.756827
1804,2023-10-28,10,6,0.007797
1805,2023-10-28,15,1,0.006593
1806,2023-10-28,18,1,1.516349
1807,2023-10-29,6,1,5.121405
1808,2023-10-29,5,1,5.507912
1809,2023-10-29,9,1,0.758215
1810,2023-10-29,10,6,0.007811
1811,2023-10-29,15,1,0.006595
1812,2023-10-29,18,1,1.513169
1813,2023-10-30,6,1,5.125143
1814,2023-10-30,5,1,5.517181
1815,2023-10-30,9,1,0.759584
1816,2023-10-30,10,6,0.007825
1817,2023-10-30,15,1,0.006595
1818,2023-10-30,18,1,1.509779
1819,2023-10-31,6,1,5.129408
1820,2023-10-31,5,1,5.526719
1821,2023-10-31,9,1,0.760932
1822,2023-10-31,10,6,0.007837
1823,2023-10-31,15,1,0.006594
1824,2023-10-31,18,1,1.506191
1825,2023-11-01,6,1,5.134182
1826,2023-11-01,5,1,5.536489
1827,2023-11-01,9,1,0.762252
1828,2023-11-01,10,6,0.007849
1829,2023-11-01,15,1,0.006591
1830,2023-11-01,18,1,1.502417
1831,2023-11-02,6,1,5.139445
1832,2023-11-02,5,1,5.546453
1833,2023-11-02,9,1,0.76354
1834,2023-11-02,10,6,0.007859
1835,2023-11-02,15,1,0.006588
1836,2023-11-02,18,1,1.49847
1837,2023-11-03,6,1,5.145178
1838,2023-11-03,5,1,5.556572
1839,2023-11-03,9,1,0.764792
1840,2023-11-03,10,6,0.007868
1841,2023-11-03,15,1,0.006583
1842,2023-11-03,18,1,1.494365
1843,2023-11-04,6,1,5.151356
1844,2023-11-04,5,1,5.566807
1845,2023-11-04,9,1,0.766004
1846,2023-11-04,10,6,0.007877
1847,2023-11-04,15,1,0.006577
1848,2023-11-04,18,1,1.490114
1849,2023-11-05,6,1,5.157955
1850,2023-11-05,5,1,5.577118
1851,2023-11-05,9,1,0.76717
1852,2023-11-05,10,6,0.007884
1853,2023-11-05,15,1,0.00657
1854,2023-11-05,18,1,1.485733
1855,2023-11-06,6,1,5.16495
1856,2023-11-06,5,1,5.587466
1857,2023-11-06,9,1,0.768287
1858,2023-11-06,10,6,0.007889
1859,2023-11-06,15,1,0.006562
1860,2023-11-06,18,1,1.481237
1861,2023-11-07,6,1,5.172313
1862,2023-11-07,5,1,5.59781
1863,2023-11-07,9,1,0.769351
1864,2023-11-07,10,6,0.007894
1865,2023-11-07,15,1,0.006553
1866,2023-11-07,18,1,1.476641
1867,2023-11-08,6,1,5.180015
1868,2023-11-08,5,1,5.608111
1869,2023-11-08,9,1,0.770359
1870,2023-11-08,10,6,0.007898
1871,2023-11-08,15,1,0.006543
1872,2023-11-08,18,1,1.47196
1873,2023-11-09,6,1,5.188026
1874,2023-11-09,5,1,5.618328
1875,2023-11-09,9,1,0.771306
1876,2023-11-09,10,6,0.0079
1877,2023-11-09,15,1,0.006532
1878,2023-11-09,18,1,1.467211
1879,2023-11-10,6,1,5.196316
1880,2023-11-10,5,1,5.628424
1881,2023-11-10,9,1,0.77219
1882,2023-11-10,10,6,0.007901
1883,2023-11-10,15,1,0.00652
1884,2023-11-10,18,1,1.46241
1885,2023-11-11,6,1,5.204853
1886,2023-11-11,5,1,5.638358
1887,2023-11-11,9,1,0.773008
1888,2023-11-11,10,6,0.007901
1889,2023-11-11,15,1,0.006507
1890,2023-11-11,18,1,1.457572
1891,2023-11-12,6,1,5.213603
1892,2023-11-12,5,1,5.648092
1893,2023-11-12,9,1,0.773756
1894,2023-11-12,10,6,0.0079
1895,2023-11-12,15,1,0.006493
1896,2023-11-12,18,1,1.452715
1897,2023-11-13,6,1,5.222532
1898,2023-11-13,5,1,5.65759
1899,2023-11-13,9,1,0.774433
1900,2023-11-13,10,6,0.007898
1901,2023-11-13,15,1,0.006478
1902,2023-11-13,18,1,1.447855
1903,2023-11-14,6,1,5.231606
1904,2023-11-14,5,1,5.666813
1905,2023-11-14,9,1,0.775035
1906,2023-11-14,10,6,0.007894
1907,2023-11-14,15,1,0.006463
1908,2023-11-14,18,1,1.443008
1909,2023-11-15,6,1,5.240791
1910,2023-11-15,5,1,5.675728
1911,2023-11-15,9,1,0.775562
1912,2023-11-15,10,6,0.00789
1913,2023-11-15,15,1,0.006447
1914,2023-11-15,18,1,1.43819
1915,2023-11-16,6,1,5.25005
1916,2023-11-16,5,1,5.684299
1917,2023-11-16,9,1,0.77601
1918,2023-11-16,10,6,0.007884
1919,2023-11-16,15,1,0.00643
1920,2023-11-16,18,1,1.433417
1921,2023-11-17,6,1,5.259349
1922,2023-11-17,5,1,5.692492
1923,2023-11-17,9,1,0.77638
1924,2023-11-17,10,6,0.007877
1925,2023-11-17,15,1,0.006413
1926,2023-11-17,18,1,1.428705
1927,2023-11-18,6,1,5.268651
1928,2023-11-18,5,1,5.700277
1929,2023-11-18,9,1,0.776669
1930,2023-11-18,10,6,0.00787
1931,2023-11-18,15,1,0.006396
1932,2023-11-18,18,1,1.42407
1933,2023-11-19,6,1,5.27792
1934,2023-11-19,5,1,5.707623
1935,2023-11-19,9,1,0.776876
1936,2023-11-19,10,6,0.007861
1937,2023-11-19,15,1,0.006377
1938,2023-11-19,18,1,1.419528
1939,2023-11-20,6,1,5.28712
1940,2023-11-20,5,1,5.7145
1941,2023-11-20,9,1,0.777002
1942,2023-11-20,10,6,0.007851
1943,2023-11-20,15,1,0.006359
1944,2023-11-20,18,1,1.415093
1945,2023-11-21,6,1,5.296216
1946,2023-11-21,5,1,5.720883
1947,2023-11-21,9,1,0.777046
1948,2023-11-21,10,6,0.00784
1949,2023-11-21,15,1,0.00634
1950,2023-11-21,18,1,1.410779
1951,2023-11-22,6,1,5.305173
1952,2023-11-22,5,1,5.726745
1953,2023-11-22,9,1,0.777007
1954,2023-11-22,10,6,0.007829
1955,2023-11-22,15,1,0.006321
1956,2023-11-22,18,1,1.406602
1957,2023-11-23,6,1,5.313955
1958,2023-11-23,5,1,5.732062
1959,2023-11-23,9,1,0.776887
1960,2023-11-23,10,6,0.007816
1961,2023-11-23,15,1,0.006302
1962,2023-11-23,18,1,1.402574
1963,2023-11-24,6,1,5.322529
1964,2023-11-24,5,1,5.736815
1965,2023-11-24,9,1,0.776685
1966,2023-11-24,10,6,0.007803
1967,2023-11-24,15,1,0.006283
1968,2023-11-24,18,1,1.398708
1969,2023-11-25,6,1,5.33086
1970,2023-11-25,5,1,5.740982
1971,2023-11-25,9,1,0.776404
1972,2023-11-25,10,6,0.007789
1973,2023-11-25,15,1,0.006264
1974,2023-11-25,18,1,1.395018
1975,2023-11-26,6,1,5.338917
1976,2023-11-26,5,1,5.744547
1977,2023-11-26,9,1,0.776043
1978,2023-11-26,10,6,0.007774
1979,2023-11-26,15,1,0.006245
1980,2023-11-26,18,1,1.391515
1981,2023-11-27,6,1,5.346666
1982,2023-11-27,5,1,5.747495
1983,2023-11-27,9,1,0.775604
1984,2023-11-27,10,6,0.007759
1985,2023-11-27,15,1,0.006226
1986,2023-11-27,18,1,1.388209
1987,2023-11-28,6,1,5.354078
1988,2023-11-28,5,1,5.749812
1989,2023-11-28,9,1,0.77509
1990,2023-11-28,10,6,0.007743
1991,2023-11-28,15,1,0.006208
1992,2023-11-28,18,1,1.385112
1993,2023-11-29,6,1,5.361122
1994,2023-11-29,5,1,5.751488
1995,2023-11-29,9,1,0.774502
1996,2023-11-29,10,6,0.007727
1997,2023-11-29,15,1,0.006189
1998,2023-11-29,18,1,1.382233
1999,2023-11-30,6,1,5.367771
2000,2023-11-30,5,1,5.752515
2001,2023-11-30,9,1,0.773842
2002,2023-11-30,10,6,0.00771
2003,2023-11-30,15,1,0.006171
2004,2023-11-30,18,1,1.379581
2005,2023-12-01,6,1,5.373996
2006,2023-12-01,5,1,5.752885
2007,2023-12-01,9,1,0.773113
2008,2023-12-01,10,6,0.007693
2009,2023-12-01,15,1,0.006153
2010,2023-12-01,18,1,1.377164
2011,2023-12-02,6,1,5.379774
2012,2023-12-02,5,1,5.752597
2013,2023-12-02,9,1,0.772318
2014,2023-12-02,10,6,0.007676
2015,2023-12-02,15,1,0.006136
2016,2023-12-02,18,1,1.37499
2017,2023-12-03,6,1,5.385079
2018,2023-12-03,5,1,5.751647
2019,2023-12-03,9,1,0.77146
2020,2023-12-03,10,6,0.007658
2021,2023-12-03,15,1,0.00612
2022,2023-12-03,18,1,1.373064
2023,2023-12-04,6,1,5.389889
2024,2023-12-04,5,1,5.750038
2025,2023-12-04,9,1,0.770542
2026,2023-12-04,10,6,0.00764
2027,2023-12-04,15,1,0.006104
2028,2023-12-04,18,1,1.371392
2029,2023-12-05,6,1,5.394183
2030,2023-12-05,5,1,5.747773
2031,2023-12-05,9,1,0.769567
2032,2023-12-05,10,6,0.007622
2033,2023-12-05,15,1,0.006088
2034,2023-12-05,18,1,1.369978
2035,2023-12-06,6,1,5.397943
2036,2023-12-06,5,1,5.744857
2037,2023-12-06,9,1,0.76854
2038,2023-12-06,10,6,0.007604
2039,2023-12-06,15,1,0.006073
2040,2023-12-06,18,1,1.368827
2041,2023-12-07,6,1,5.401152
2042,2023-12-07,5,1,5.741298
2043,2023-12-07,9,1,0.767465
2044,2023-12-07,10,6,0.007586
2045,2023-12-07,15,1,0.00606
2046,2023-12-07,18,1,1.36794
2047,2023-12-08,6,1,5.403794
2048,2023-12-08,5,1,5.737108
2049,2023-12-08,9,1,0.766344
2050,2023-12-08,10,6,0.007569
2051,2023-12-08,15,1,0.006046
2052,2023-12-08,18,1,1.367321
2053,2023-12-09,6,1,5.405855
2054,2023-12-09,5,1,5.732298
2055,2023-12-09,9,1,0.765183
2056,2023-12-09,10,6,0.007551
2057,2023-12-09,15,1,0.006034
2058,2023-12-09,18,1,1.366968
2059,2023-12-10,6,1,5.407326
2060,2023-12-10,5,1,5.726884
2061,2023-12-10,9,1,0.763986
2062,2023-12-10,10,6,0.007534
2063,2023-12-10,15,1,0.006023
2064,2023-12-10,18,1,1.366883
2065,2023-12-11,6,1,5.408197
2066,2023-12-11,5,1,5.720883
2067,2023-12-11,9,1,0.762758
2068,2023-12-11,10,6,0.007517
2069,2023-12-11,15,1,0.006012
2070,2023-12-11,18,1,1.367064
2071,2023-12-12,6,1,5.40846
2072,2023-12-12,5,1,5.714314
2073,2023-12-12,9,1,0.761502
2074,2023-12-12,10,6,0.0075
2075,2023-12-12,15,1,0.006003
2076,2023-12-12,18,1,1.367508
2077,2023-12-13,6,1,5.408111
2078,2023-12-13,5,1,5.707198
2079,2023-12-13,9,1,0.760224
2080,2023-12-13,10,6,0.007484
2081,2023-12-13,15,1,0.005995
2082,2023-12-13,18,1,1.368214
2083,2023-12-14,6,1,5.407146
2084,2023-12-14,5,1,5.699559
2085,2023-12-14,9,1,0.758929
2086,2023-12-14,10,6,0.007469
2087,2023-12-14,15,1,0.005987
2088,2023-12-14,18,1,1.369177
2089,2023-12-15,6,1,5.405567
2090,2023-12-15,5,1,5.691421
2091,2023-12-15,9,1,0.757622
2092,2023-12-15,10,6,0.007454
2093,2023-12-15,15,1,0.005981
2094,2023-12-15,18,1,1.370392
2095,2023-12-16,6,1,5.403373
2096,2023-12-16,5,1,5.682813
2097,2023-12-16,9,1,0.756307
2098,2023-12-16,10,6,0.007439
2099,2023-12-16,15,1,0.005976
2100,2023-12-16,18,1,1.371854
2101,2023-12-17,6,1,5.400568
2102,2023-12-17,5,1,5.673763
2103,2023-12-17,9,1,0.75499
2104,2023-12-17,10,6,0.007425
2105,2023-12-17,15,1,0.005972
2106,2023-12-17,18,1,1.373555
2107,2023-12-18,6,1,5.397159
2108,2023-12-18,5,1,5.6643
2109,2023-12-18,9,1,0.753675
2110,2023-12-18,10,6,0.007412
2111,2023-12-18,15,1,0.005969
2112,2023-12-18,18,1,1.375489
2113,2023-12-19,6,1,5.393152
2114,2023-12-19,5,1,5.654458
2115,2023-12-19,9,1,0.752367
2116,2023-12-19,10,6,0.0074
2117,2023-12-19,15,1,0.005967
2118,2023-12-19,18,1,1.377647
2119,2023-12-20,6,1,5.388559
2120,2023-12-20,5,1,5.64427
2121,2023-12-20,9,1,0.751072
2122,2023-12-20,10,6,0.007389
2123,2023-12-20,15,1,0.005967
2124,2023-12-20,18,1,1.38002
2125,2023-12-21,6,1,5.383392
2126,2023-12-21,5,1,5.633769
2127,2023-12-21,9,1,0.749795
2128,2023-12-21,10,6,0.007379
2129,2023-12-21,15,1,0.005967
2130,2023-12-21,18,1,1.382598
2131,2023-12-22,6,1,5.377663
2132,2023-12-22,5,1,5.622993
2133,2023-12-22,9,1,0.74854
2134,2023-12-22,10,6,0.007369
2135,2023-12-22,15,1,0.005969
2136,2023-12-22,18,1,1.385371
2137,2023-12-23,6,1,5.37139
2138,2023-12-23,5,1,5.611977
2139,2023-12-23,9,1,0.747312
2140,2023-12-23,10,6,0.007361
2141,2023-12-23,15,1,0.005972
2142,2023-12-23,18,1,1.388327
2143,2023-12-24,6,1,5.36459
2144,2023-12-24,5,1,5.600761
2145,2023-12-24,9,1,0.746115
2146,2023-12-24,10,6,0.007353
2147,2023-12-24,15,1,0.005975
2148,2023-12-24,18,1,1.391455
2149,2023-12-25,6,1,5.357283
2150,2023-12-25,5,1,5.589381
2151,2023-12-25,9,1,0.744956
2152,2023-12-25,10,6,0.007347
2153,2023-12-25,15,1,0.005981
2154,2023-12-25,18,1,1.394741
2155,2023-12-26,6,1,5.349491
2156,2023-12-26,5,1,5.577879
2157,2023-12-26,9,1,0.743837
2158,2023-12-26,10,6,0.007341
2159,2023-12-26,15,1,0.005987
2160,2023-12-26,18,1,1.398173
2161,2023-12-27,6,1,5.341236
2162,2023-12-27,5,1,5.566293
2163,2023-12-27,9,1,0.742764
2164,2023-12-27,10,6,0.007337
2165,2023-12-27,15,1,0.005994
2166,2023-12-27,18,1,1.401738
2167,2023-12-28,6,1,5.332545
2168,2023-12-28,5,1,5.554664
2169,2023-12-28,9,1,0.74174
2170,2023-12-28,10,6,0.007334
2171,2023-12-28,15,1,0.006002
2172,2023-12-28,18,1,1.405421
2173,2023-12-29,6,1,5.323444
2174,2023-12-29,5,1,5.543033
2175,2023-12-29,9,1,0.74077
2176,2023-12-29,10,6,0.007332
2177,2023-12-29,15,1,0.006011
2178,2023-12-29,18,1,1.409207
2179,2023-12-30,6,1,5.31396
2180,2023-12-30,5,1,5.531439
2181,2023-12-30,9,1,0.739858
2182,2023-12-30,10,6,0.007331
2183,2023-12-30,15,1,0.006022
2184,2023-12-30,18,1,1.413082
2185,2023-12-31,6,1,5.304124
2186,2023-12-31,5,1,5.519924
2187,2023-12-31,9,1,0.739007
2188,2023-12-31,10,6,0.007332
2189,2023-12-31,15,1,0.006033
2190,2023-12-31,18,1,1.417031
2191,2024-01-01,6,1,5.293965
2192,2024-01-01,5,1,5.508528
2193,2024-01-01,9,1,0.738221
2194,2024-01-01,10,6,0.007333
2195,2024-01-01,15,1,0.006045
2196,2024-01-01,18,1,1.421038
2197,2024-01-02,6,1,5.283515
2198,2024-01-02,5,1,5.497291
2199,2024-01-02,9,1,0.737502
2200,2024-01-02,10,6,0.007336
2201,2024-01-02,15,1,0.006058
2202,2024-01-02,18,1,1.425087
2203,2024-01-03,6,1,5.272808
2204,2024-01-03,5,1,5.486252
2205,2024-01-03,9,1,0.736855
2206,2024-01-03,10,6,0.00734
2207,2024-01-03,15,1,0.006072
2208,2024-01-03,18,1,1.429163
2209,2024-01-04,6,1,5.261878
2210,2024-01-04,5,1,5.475452
2211,2024-01-04,9,1,0.736281
2212,2024-01-04,10,6,0.007345
2213,2024-01-04,15,1,0.006086
2214,2024-01-04,18,1,1.433251
2215,2024-01-05,6,1,5.250758
2216,2024-01-05,5,1,5.464927
2217,2024-01-05,9,1,0.735784
2218,2024-01-05,10,6,0.007351
2219,2024-01-05,15,1,0.006101
2220,2024-01-05,18,1,1.437333
2221,2024-01-06,6,1,5.239485
2222,2024-01-06,5,1,5.454716
2223,2024-01-06,9,1,0.735365
2224,2024-01-06,10,6,0.007358
2225,2024-01-06,15,1,0.006117
2226,2024-01-06,18,1,1.441393
2227,2024-01-07,6,1,5.228093
2228,2024-01-07,5,1,5.444856
2229,2024-01-07,9,1,0.735027
2230,2024-01-07,10,6,0.007366
2231,2024-01-07,15,1,0.006134
2232,2024-01-07,18,1,1.445418
2233,2024-01-08,6,1,5.216621
2234,2024-01-08,5,1,5.435381
2235,2024-01-08,9,1,0.734772
2236,2024-01-08,10,6,0.007376
2237,2024-01-08,15,1,0.006151
2238,2024-01-08,18,1,1.449389
2239,2024-01-09,6,1,5.205105
2240,2024-01-09,5,1,5.426325
2241,2024-01-09,9,1,0.7346
2242,2024-01-09,10,6,0.007386
2243,2024-01-09,15,1,0.006168
2244,2024-01-09,18,1,1.453292
2245,2024-01-10,6,1,5.193581
2246,2024-01-10,5,1,5.417722
2247,2024-01-10,9,1,0.734513
2248,2024-01-10,10,6,0.007398
2249,2024-01-10,15,1,0.006186
2250,2024-01-10,18,1,1.457112
2251,2024-01-11,6,1,5.182086
2252,2024-01-11,5,1,5.409604
2253,2024-01-11,9,1,0.734511
2254,2024-01-11,10,6,0.00741
2255,2024-01-11,15,1,0.006205
2256,2024-01-11,18,1,1.460833
2257,2024-01-12,6,1,5.170659
2258,2024-01-12,5,1,5.401999
2259,2024-01-12,9,1,0.734596
2260,2024-01-12,10,6,0.007424
2261,2024-01-12,15,1,0.006223
2262,2024-01-12,18,1,1.464442
2263,2024-01-13,6,1,5.159335
2264,2024-01-13,5,1,5.394935
2265,2024-01-13,9,1,0.734768
2266,2024-01-13,10,6,0.007438
2267,2024-01-13,15,1,0.006242
2268,2024-01-13,18,1,1.467922
2269,2024-01-14,6,1,5.148152
2270,2024-01-14,5,1,5.38844
2271,2024-01-14,9,1,0.735027
2272,2024-01-14,10,6,0.007453
2273,2024-01-14,15,1,0.006261
2274,2024-01-14,18,1,1.471262
2275,2024-01-15,6,1,5.137146
2276,2024-01-15,5,1,5.382538
2277,2024-01-15,9,1,0.735371
2278,2024-01-15,10,6,0.007469
2279,2024-01-15,15,1,0.00628
2280,2024-01-15,18,1,1.474447
2281,2024-01-16,6,1,5.126351
2282,2024-01-16,5,1,5.37725
2283,2024-01-16,9,1,0.735801
2284,2024-01-16,10,6,0.007486
2285,2024-01-16,15,1,0.006298
2286,2024-01-16,18,1,1.477464
2287,2024-01-17,6,1,5.115804
2288,2024-01-17,5,1,5.372598
2289,2024-01-17,9,1,0.736316
2290,2024-01-17,10,6,0.007504
2291,2024-01-17,15,1,0.006317
2292,2024-01-17,18,1,1.480302
2293,2024-01-18,6,1,5.105539
2294,2024-01-18,5,1,5.3686
2295,2024-01-18,9,1,0.736915
2296,2024-01-18,10,6,0.007522
2297,2024-01-18,15,1,0.006336
2298,2024-01-18,18,1,1.482948
2299,2024-01-19,6,1,5.095589
2300,2024-01-19,5,1,5.365273
2301,2024-01-19,9,1,0.737595
2302,2024-01-19,10,6,0.00754
2303,2024-01-19,15,1,0.006354
2304,2024-01-19,18,1,1.485392
2305,2024-01-20,6,1,5.085987
2306,2024-01-20,5,1,5.362629
2307,2024-01-20,9,1,0.738356
2308,2024-01-20,10,6,0.00756
2309,2024-01-20,15,1,0.006373
2310,2024-01-20,18,1,1.487624
2311,2024-01-21,6,1,5.076762
2312,2024-01-21,5,1,5.360681
2313,2024-01-21,9,1,0.739195
2314,2024-01-21,10,6,0.007579
2315,2024-01-21,15,1,0.006391
2316,2024-01-21,18,1,1.489634
2317,2024-01-22,6,1,5.067947
2318,2024-01-22,5,1,5.359438
2319,2024-01-22,9,1,0.74011
2320,2024-01-22,10,6,0.007599
2321,2024-01-22,15,1,0.006408
2322,2024-01-22,18,1,1.491414
2323,2024-01-23,6,1,5.059569
2324,2024-01-23,5,1,5.358907
2325,2024-01-23,9,1,0.741097
2326,2024-01-23,10,6,0.00762
2327,2024-01-23,15,1,0.006425
2328,2024-01-23,18,1,1.492955
2329,2024-01-24,6,1,5.051655
2330,2024-01-24,5,1,5.359093
2331,2024-01-24,9,1,0.742156
2332,2024-01-24,10,6,0.007641
2333,2024-01-24,15,1,0.006441
2334,2024-01-24,18,1,1.494251
2335,2024-01-25,6,1,5.044232
2336,2024-01-25,5,1,5.359998
2337,2024-01-25,9,1,0.743281
2338,2024-01-25,10,6,0.007661
2339,2024-01-25,15,1,0.006457
2340,2024-01-25,18,1,1.495295
2341,2024-01-26,6,1,5.037324
2342,2024-01-26,5,1,5.361621
2343,2024-01-26,9,1,0.74447
2344,2024-01-26,10,6,0.007682
2345,2024-01-26,15,1,0.006472
2346,2024-01-26,18,1,1.496083
2347,2024-01-27,6,1,5.030952
2348,2024-01-27,5,1,5.363961
2349,2024-01-27,9,1,0.74572
2350,2024-01-27,10,6,0.007703
2351,2024-01-27,15,1,0.006487
2352,2024-01-27,18,1,1.496609
2353,2024-01-28,6,1,5.025138
2354,2024-01-28,5,1,5.367012
2355,2024-01-28,9,1,0.747026
2356,2024-01-28,10,6,0.007724
2357,2024-01-28,15,1,0.0065
2358,2024-01-28,18,1,1.496871
2359,2024-01-29,6,1,5.0199
2360,2024-01-29,5,1,5.370766
2361,2024-01-29,9,1,0.748384
2362,2024-01-29,10,6,0.007745
2363,2024-01-29,15,1,0.006513
2364,2024-01-29,18,1,1.496865
2365,2024-01-30,6,1,5.015256
2366,2024-01-30,5,1,5.375215
2367,2024-01-30,9,1,0.749791
2368,2024-01-30,10,6,0.007766
2369,2024-01-30,15,1,0.006525
2370,2024-01-30,18,1,1.496591
2371,2024-01-31,6,1,5.01122
2372,2024-01-31,5,1,5.380346
2373,2024-01-31,9,1,0.751242
2374,2024-01-31,10,6,0.007787
2375,2024-01-31,15,1,0.006536
2376,2024-01-31,18,1,1.496047
2377,2024-02-01,6,1,5.007805
2378,2024-02-01,5,1,5.386145
2379,2024-02-01,9,1,0.752733
2380,2024-02-01,10,6,0.007807
2381,2024-02-01,15,1,0.006546
2382,2024-02-01,18,1,1.495234
2383,2024-02-02,6,1,5.005022
2384,2024-02-02,5,1,5.392594
2385,2024-02-02,9,1,0.754258
2386,2024-02-02,10,6,0.007827
2387,2024-02-02,15,1,0.006555
2388,2024-02-02,18,1,1.494153
2389,2024-02-03,6,1,5.00288
2390,2024-02-03,5,1,5.399676
2391,2024-02-03,9,1,0.755814
2392,2024-02-03,10,6,0.007846
2393,2024-02-03,15,1,0.006563
2394,2024-02-03,18,1,1.492807
2395,2024-02-04,6,1,5.001386
2396,2024-02-04,5,1,5.407369
2397,2024-02-04,9,1,0.757395
2398,2024-02-04,10,6,0.007865
2399,2024-02-04,15,1,0.006569
2400,2024-02-04,18,1,1.491198
2401,2024-02-05,6,1,5.000545
2402,2024-02-05,5,1,5.415651
2403,2024-02-05,9,1,0.758996
2404,2024-02-05,10,6,0.007883
2405,2024-02-05,15,1,0.006575
2406,2024-02-05,18,1,1.489331
2407,2024-02-06,6,1,5.000357
2408,2024-02-06,5,1,5.424496
2409,2024-02-06,9,1,0.760613
2410,2024-02-06,10,6,0.007901
2411,2024-02-06,15,1,0.006579
2412,2024-02-06,18,1,1.487211
2413,2024-02-07,6,1,5.000825
