id,tipo_id,pais_origem,pais_destino,produto_id,valor_monetario,quantidade,transporte_id,cambio_id
2231,4,6,19,36,16755.75,927,5,1115
2232,5,11,30,39,17666.92,229,6,1116
2233,1,39,36,11,7682.18,1928,1,1117
2234,2,4,7,14,8593.35,1237,2,1118
2235,3,9,18,17,9504.52,546,3,1119
2236,4,14,29,20,10415.69,1855,4,1120
2237,5,19,40,23,11326.86,1164,5,1121
2238,6,24,11,26,12237.03,473,6,1122
2239,1,29,22,29,13148.2,1782,1,1117
2240,2,34,33,32,14059.37,1091,2,1118
2241,3,39,4,35,14970.54,400,3,1119
2242,4,4,15,38,15881.71,1709,4,1120
2243,5,9,26,1,16792.88,1018,5,1121
2244,6,14,37,4,17703.05,327,6,1122
2245,2,2,3,16,7719.31,1949,1,1123
2246,3,7,14,19,8630.48,1265,2,1124
2247,4,12,25,22,9541.65,581,3,1125
2248,5,17,36,25,10452.82,1897,4,1126
2249,6,22,7,28,11363.99,1213,5,1127
2250,1,27,18,31,12274.16,529,6,1128
2251,2,32,29,34,13185.33,1845,1,1123
2252,3,37,40,37,14096.5,1161,2,1124
2253,4,2,11,40,15007.67,477,3,1125
2254,5,7,22,3,15918.84,1793,4,1126
2255,6,12,33,6,16829.01,1109,5,1127
2256,1,17,4,9,17740.18,425,6,1128
2257,3,5,10,21,7756.44,1970,1,1129
2258,4,10,21,24,8667.61,1293,2,1130
2259,5,15,32,27,9578.78,616,3,1131
2260,6,20,3,30,10489.95,1939,4,1132
2261,1,25,14,33,11400.12,1262,5,1133
2262,2,30,25,36,12311.29,585,6,1134
2263,3,35,36,39,13222.46,1908,1,1129
2264,4,40,7,2,14133.63,1231,2,1130
2265,5,5,18,5,15044.8,554,3,1131
2266,6,10,29,8,15955.97,1877,4,1132
2267,1,15,40,11,16866.14,1200,5,1133
2268,2,20,11,14,17777.31,523,6,1134
2269,4,8,17,26,7793.57,1991,1,1135
2270,5,13,28,29,8704.74,1321,2,1136
2271,6,18,39,32,9615.91,651,3,1137
2272,1,23,10,35,10526.08,1981,4,1138
2273,2,28,21,38,11437.25,1311,5,1139
2274,3,33,32,1,12348.42,641,6,1140
2275,4,38,3,4,13259.59,1971,1,1135
2276,5,3,14,7,14170.76,1301,2,1136
2277,6,8,25,10,15081.93,631,3,1137
2278,1,13,36,13,15992.1,1961,4,1138
2279,2,18,7,16,16903.27,1291,5,1139
2280,3,23,18,19,17814.44,621,6,1140
2281,5,11,24,31,7830.7,12,1,1141
2282,6,16,35,34,8741.87,1349,2,1142
2283,1,21,6,37,9652.04,686,3,1143
2284,2,26,17,40,10563.21,23,4,1144
2285,3,31,28,3,11474.38,1360,5,1145
2286,4,36,39,6,12385.55,697,6,1146
2287,5,1,10,9,13296.72,34,1,1141
2288,6,6,21,12,14207.89,1371,2,1142
2289,1,11,32,15,15118.06,708,3,1143
2290,2,16,3,18,16029.23,45,4,1144
2291,3,21,14,21,16940.4,1382,5,1145
2292,4,26,25,24,17851.57,719,6,1146
2293,6,14,31,36,7867.83,33,1,1147
2294,1,19,2,39,8778.0,1377,2,1148
2295,2,24,13,2,9689.17,721,3,1149
2296,3,29,24,5,10600.34,65,4,1150
2297,4,34,35,8,11511.51,1409,5,1151
2298,5,39,6,11,12422.68,753,6,1152
2299,6,4,17,14,13333.85,97,1,1147
2300,1,9,28,17,14244.02,1441,2,1148
2301,2,14,39,20,15155.19,785,3,1149
2302,3,19,10,23,16066.36,129,4,1150
2303,4,24,21,26,16977.53,1473,5,1151
2304,5,29,32,29,17888.7,817,6,1152
2305,1,17,38,1,7904.96,54,1,1153
2306,2,22,9,4,8815.13,1405,2,1154
2307,3,27,20,7,9726.3,756,3,1155
2308,4,32,31,10,10637.47,107,4,1156
2309,5,37,2,13,11548.64,1458,5,1157
2310,6,2,13,16,12459.81,809,6,1158
2311,1,7,24,19,13370.98,160,1,1153
2312,2,12,35,22,14281.15,1511,2,1154
2313,3,17,6,25,15192.32,862,3,1155
2314,4,22,17,28,16103.49,213,4,1156
2315,5,27,28,31,17014.66,1564,5,1157
2316,6,32,39,34,17925.83,915,6,1158
2317,2,20,5,6,7941.09,75,1,1159
2318,3,25,16,9,8852.26,1433,2,1160
2319,4,30,27,12,9763.43,791,3,1161
2320,5,35,38,15,10674.6,149,4,1162
2321,6,40,9,18,11585.77,1507,5,1163
2322,1,5,20,21,12496.94,865,6,1164
2323,2,10,31,24,13407.11,223,1,1159
2324,3,15,2,27,14318.28,1581,2,1160
2325,4,20,13,30,15229.45,939,3,1161
2326,5,25,24,33,16140.62,297,4,1162
2327,6,30,35,36,17051.79,1655,5,1163
2328,1,35,6,39,17962.96,1013,6,1164
2329,3,23,12,11,7978.22,96,1,1165
2330,4,28,23,14,8889.39,1461,2,1166
2331,5,33,34,17,9800.56,826,3,1167
2332,6,38,5,20,10711.73,191,4,1168
2333,1,3,16,23,11622.9,1556,5,1169
2334,2,8,27,26,12533.07,921,6,1170
2335,3,13,38,29,13444.24,286,1,1165
2336,4,18,9,32,14355.41,1651,2,1166
2337,5,23,20,35,15266.58,1016,3,1167
2338,6,28,31,38,16177.75,381,4,1168
2339,1,33,2,1,17088.92,1746,5,1169
2340,2,38,13,4,17999.09,1111,6,1170
2341,4,26,19,16,8015.35,117,1,1171
2342,5,31,30,19,8926.52,1489,2,1172
2343,6,36,1,22,9837.69,861,3,1173
2344,1,1,12,25,10748.86,233,4,1174
2345,2,6,23,28,11659.03,1605,5,1175
2346,3,11,34,31,12570.2,977,6,1176
2347,4,16,5,34,13481.37,349,1,1171
2348,5,21,16,37,14392.54,1721,2,1172
2349,6,26,27,40,15303.71,1093,3,1173
2350,1,31,38,3,16214.88,465,4,1174
2351,2,36,9,6,17125.05,1837,5,1175
2352,3,1,20,9,18036.22,1209,6,1176
2353,5,29,26,21,8052.48,138,1,1177
2354,6,34,37,24,8963.65,1517,2,1178
2355,1,39,8,27,9874.82,896,3,1179
2356,2,4,19,30,10785.99,275,4,1180
2357,3,9,30,33,11696.16,1654,5,1181
2358,4,14,1,36,12607.33,1033,6,1182
2359,5,19,12,39,13518.5,412,1,1177
2360,6,24,23,2,14429.67,1791,2,1178
2361,1,29,34,5,15340.84,1170,3,1179
2362,2,34,5,8,16251.01,549,4,1180
2363,3,39,16,11,17162.18,1928,5,1181
2364,4,4,27,14,18073.35,1307,6,1182
2365,6,32,33,26,8089.61,159,1,1183
2366,1,37,4,29,9000.78,1545,2,1184
2367,2,2,15,32,9911.95,931,3,1185
2368,3,7,26,35,10822.12,317,4,1186
2369,4,12,37,38,11733.29,1703,5,1187
2370,5,17,8,1,12644.46,1089,6,1188
2371,6,22,19,4,13555.63,475,1,1183
2372,1,27,30,7,14466.8,1861,2,1184
2373,2,32,1,10,15377.97,1247,3,1185
2374,3,37,12,13,16288.14,633,4,1186
2375,4,2,23,16,17199.31,19,5,1187
2376,5,7,34,19,18110.48,1405,6,1188
2377,1,35,40,31,8126.74,180,1,1189
2378,2,40,11,34,9037.91,1573,2,1190
2379,3,5,22,37,9948.08,966,3,1191
2380,4,10,33,40,10859.25,359,4,1192
2381,5,15,4,3,11770.42,1752,5,1193
2382,6,20,15,6,12681.59,1145,6,1194
2383,1,25,26,9,13592.76,538,1,1189
2384,2,30,37,12,14503.93,1931,2,1190
2385,3,35,8,15,15414.1,1324,3,1191
2386,4,40,19,18,16325.27,717,4,1192
2387,5,5,30,21,17236.44,110,5,1193
2388,6,10,1,24,18147.61,1503,6,1194
2389,2,38,7,36,8163.87,201,1,1195
2390,3,3,18,39,9074.04,1601,2,1196
2391,4,8,29,2,9985.21,1001,3,1197
2392,5,13,40,5,10896.38,401,4,1198
2393,6,18,11,8,11807.55,1801,5,1199
2394,1,23,22,11,12718.72,1201,6,1200
2395,2,28,33,14,13629.89,601,1,1195
2396,3,33,4,17,14540.06,1,2,1196
2397,4,38,15,20,15451.23,1401,3,1197
2398,5,3,26,23,16362.4,801,4,1198
2399,6,8,37,26,17273.57,201,5,1199
2400,1,13,8,29,18184.74,1601,6,1200
2401,3,1,14,1,8200.0,222,1,1201
2402,4,6,25,4,9111.17,1629,2,1202
2403,5,11,36,7,10022.34,1036,3,1203
2404,6,16,7,10,10933.51,443,4,1204
2405,1,21,18,13,11844.68,1850,5,1205
2406,2,26,29,16,12755.85,1257,6,1206
2407,3,31,40,19,13666.02,664,1,1201
2408,4,36,11,22,14577.19,71,2,1202
2409,5,1,22,25,15488.36,1478,3,1203
2410,6,6,33,28,16399.53,885,4,1204
2411,1,11,4,31,17310.7,292,5,1205
2412,2,16,15,34,18221.87,1699,6,1206
2413,4,4,21,6,8237.13,243,1,1207
2414,5,9,32,9,9148.3,1657,2,1208
2415,6,14,3,12,10059.47,1071,3,1209
2416,1,19,14,15,10970.64,485,4,1210
2417,2,24,25,18,11881.81,1899,5,1211
2418,3,29,36,21,12792.98,1313,6,1212
2419,4,34,7,24,13703.15,727,1,1207
2420,5,39,18,27,14614.32,141,2,1208
2421,6,4,29,30,15525.49,1555,3,1209
2422,1,9,40,33,16436.66,969,4,1210
2423,2,14,11,36,17347.83,383,5,1211
2424,3,19,22,39,18258.0,1797,6,1212
2425,5,7,28,11,8274.26,264,1,1213
2426,6,12,39,14,9185.43,1685,2,1214
2427,1,17,10,17,10096.6,1106,3,1215
2428,2,22,21,20,11007.77,527,4,1216
2429,3,27,32,23,11918.94,1948,5,1217
2430,4,32,3,26,12829.11,1369,6,1218
2431,5,37,14,29,13740.28,790,1,1213
2432,6,2,25,32,14651.45,211,2,1214
2433,1,7,36,35,15562.62,1632,3,1215
2434,2,12,7,38,16473.79,1053,4,1216
2435,3,17,18,1,17384.96,474,5,1217
2436,4,22,29,4,18295.13,1895,6,1218
2437,6,10,35,16,8311.39,285,1,1219
2438,1,15,6,19,9222.56,1713,2,1220
2439,2,20,17,22,10133.73,1141,3,1221
2440,3,25,28,25,11044.9,569,4,1222
2441,4,30,39,28,11955.07,1997,5,1223
2442,5,35,10,31,12866.24,1425,6,1224
2443,6,40,21,34,13777.41,853,1,1219
2444,1,5,32,37,14688.58,281,2,1220
2445,2,10,3,40,15599.75,1709,3,1221
2446,3,15,14,3,16510.92,1137,4,1222
2447,4,20,25,6,17421.09,565,5,1223
2448,5,25,36,9,18332.26,1993,6,1224
2449,1,13,2,21,8348.52,306,1,1225
2450,2,18,13,24,9259.69,1741,2,1226
2451,3,23,24,27,10170.86,1176,3,1227
2452,4,28,35,30,11081.03,611,4,1228
2453,5,33,6,33,11992.2,46,5,1229
2454,6,38,17,36,12903.37,1481,6,1230
2455,1,3,28,39,13814.54,916,1,1225
2456,2,8,39,2,14725.71,351,2,1226
2457,3,13,10,5,15636.88,1786,3,1227
2458,4,18,21,8,16547.05,1221,4,1228
2459,5,23,32,11,17458.22,656,5,1229
2460,6,28,3,14,18369.39,91,6,1230
2461,2,16,9,26,8385.65,327,1,1231
2462,3,21,20,29,9296.82,1769,2,1232
2463,4,26,31,32,10207.99,1211,3,1233
2464,5,31,2,35,11118.16,653,4,1234
2465,6,36,13,38,12029.33,95,5,1235
2466,1,1,24,1,12940.5,1537,6,1236
2467,2,6,35,4,13851.67,979,1,1231
2468,3,11,6,7,14762.84,421,2,1232
2469,4,16,17,10,15673.01,1863,3,1233
2470,5,21,28,13,16584.18,1305,4,1234
2471,6,26,39,16,17495.35,747,5,1235
2472,1,31,10,19,18406.52,189,6,1236
2473,3,19,16,31,8422.78,348,1,1237
2474,4,24,27,34,9333.95,1797,2,1238
2475,5,29,38,37,10244.12,1246,3,1239
2476,6,34,9,40,11155.29,695,4,1240
2477,1,39,20,3,12066.46,144,5,1241
2478,2,4,31,6,12977.63,1593,6,1242
2479,3,9,2,9,13888.8,1042,1,1237
2480,4,14,13,12,14799.97,491,2,1238
2481,5,19,24,15,15710.14,1940,3,1239
2482,6,24,35,18,16621.31,1389,4,1240
2483,1,29,6,21,17532.48,838,5,1241
2484,2,34,17,24,18443.65,287,6,1242
2485,4,22,23,36,8459.91,369,1,1243
2486,5,27,34,39,9370.08,1825,2,1244
2487,6,32,5,2,10281.25,1281,3,1245
2488,1,37,16,5,11192.42,737,4,1246
2489,2,2,27,8,12103.59,193,5,1247
2490,3,7,38,11,13014.76,1649,6,1248
2491,4,12,9,14,13925.93,1105,1,1243
2492,5,17,20,17,14836.1,561,2,1244
2493,6,22,31,20,15747.27,17,3,1245
2494,1,27,2,23,16658.44,1473,4,1246
2495,2,32,13,26,17569.61,929,5,1247
2496,3,37,24,29,18480.78,385,6,1248
2497,5,25,30,1,8496.04,390,1,1249
2498,6,30,1,4,9407.21,1853,2,1250
2499,1,35,12,7,10318.38,1316,3,1251
2500,2,40,23,10,11229.55,779,4,1252
2501,3,5,34,13,12140.72,242,5,1253
2502,4,10,5,16,13051.89,1705,6,1254
2503,5,15,16,19,13962.06,1168,1,1249
2504,6,20,27,22,14873.23,631,2,1250
2505,1,25,38,25,15784.4,94,3,1251
2506,2,30,9,28,16695.57,1557,4,1252
2507,3,35,20,31,17606.74,1020,5,1253
2508,4,40,31,34,18517.91,483,6,1254
2509,6,28,37,6,8533.17,411,1,1255
2510,1,33,8,9,9444.34,1881,2,1256
2511,2,38,19,12,10355.51,1351,3,1257
2512,3,3,30,15,11266.68,821,4,1258
2513,4,8,1,18,12177.85,291,5,1259
2514,5,13,12,21,13088.02,1761,6,1260
2515,6,18,23,24,13999.19,1231,1,1255
2516,1,23,34,27,14910.36,701,2,1256
2517,2,28,5,30,15821.53,171,3,1257
2518,3,33,16,33,16732.7,1641,4,1258
2519,4,38,27,36,17643.87,1111,5,1259
2520,5,3,38,39,18554.04,581,6,1260
2521,1,31,4,11,8570.3,432,1,1261
2522,2,36,15,14,9481.47,1909,2,1262
2523,3,1,26,17,10392.64,1386,3,1263
2524,4,6,37,20,11303.81,863,4,1264
2525,5,11,8,23,12214.98,340,5,1265
2526,6,16,19,26,13125.15,1817,6,1266
2527,1,21,30,29,14036.32,1294,1,1261
2528,2,26,1,32,14947.49,771,2,1262
2529,3,31,12,35,15858.66,248,3,1263
2530,4,36,23,38,16769.83,1725,4,1264
2531,5,1,34,1,17680.0,1202,5,1265
2532,6,6,5,4,18591.17,679,6,1266
2533,2,34,11,16,8607.43,453,1,1267
2534,3,39,22,19,9518.6,1937,2,1268
2535,4,4,33,22,10429.77,1421,3,1269
2536,5,9,4,25,11340.94,905,4,1270
2537,6,14,15,28,12251.11,389,5,1271
2538,1,19,26,31,13162.28,1873,6,1272
2539,2,24,37,34,14073.45,1357,1,1267
2540,3,29,8,37,14984.62,841,2,1268
2541,4,34,19,40,15895.79,325,3,1269
2542,5,39,30,3,16806.96,1809,4,1270
2543,6,4,1,6,17717.13,1293,5,1271
2544,1,9,12,9,18628.3,777,6,1272
2545,3,37,18,21,8644.56,474,1,1273
2546,4,2,29,24,9555.73,1965,2,1274
2547,5,7,40,27,10466.9,1456,3,1275
2548,6,12,11,30,11377.07,947,4,1276
2549,1,17,22,33,12288.24,438,5,1277
2550,2,22,33,36,13199.41,1929,6,1278
2551,3,27,4,39,14110.58,1420,1,1273
2552,4,32,15,2,15021.75,911,2,1274
2553,5,37,26,5,15932.92,402,3,1275
2554,6,2,37,8,16843.09,1893,4,1276
2555,1,7,8,11,17754.26,1384,5,1277
2556,2,12,19,14,18665.43,875,6,1278
2557,4,40,25,26,8681.69,495,1,1279
2558,5,5,36,29,9592.86,1993,2,1280
2559,6,10,7,32,10503.03,1491,3,1281
2560,1,15,18,35,11414.2,989,4,1282
2561,2,20,29,38,12325.37,487,5,1283
2562,3,25,40,1,13236.54,1985,6,1284
2563,4,30,11,4,14147.71,1483,1,1279
2564,5,35,22,7,15058.88,981,2,1280
2565,6,40,33,10,15969.05,479,3,1281
2566,1,5,4,13,16880.22,1977,4,1282
2567,2,10,15,16,17791.39,1475,5,1283
2568,3,15,26,19,18702.56,973,6,1284
2569,5,3,32,31,8718.82,516,1,1285
2570,6,8,3,34,9629.99,21,2,1286
2571,1,13,14,37,10540.16,1526,3,1287
2572,2,18,25,40,11451.33,1031,4,1288
2573,3,23,36,3,12362.5,536,5,1289
2574,4,28,7,6,13273.67,41,6,1290
2575,5,33,18,9,14184.84,1546,1,1285
2576,6,38,29,12,15095.01,1051,2,1286
2577,1,3,40,15,16006.18,556,3,1287
2578,2,8,11,18,16917.35,61,4,1288
2579,3,13,22,21,17828.52,1566,5,1289
2580,4,18,33,24,18739.69,1071,6,1290
2581,6,6,39,36,8755.95,537,1,1291
2582,1,11,10,39,9666.12,49,2,1292
2583,2,16,21,2,10577.29,1561,3,1293
2584,3,21,32,5,11488.46,1073,4,1294
2585,4,26,3,8,12399.63,585,5,1295
2586,5,31,14,11,13310.8,97,6,1296
2587,6,36,25,14,14221.97,1609,1,1291
2588,1,1,36,17,15132.14,1121,2,1292
2589,2,6,7,20,16043.31,633,3,1293
2590,3,11,18,23,16954.48,145,4,1294
2591,4,16,29,26,17865.65,1657,5,1295
2592,5,21,40,29,18776.82,1169,6,1296
2593,1,9,6,1,8792.08,558,1,1297
2594,2,14,17,4,9703.25,77,2,1298
2595,3,19,28,7,10614.42,1596,3,1299
2596,4,24,39,10,11525.59,1115,4,1300
2597,5,29,10,13,12436.76,634,5,1301
2598,6,34,21,16,13347.93,153,6,1302
2599,1,39,32,19,14258.1,1672,1,1297
2600,2,4,3,22,15169.27,1191,2,1298
2601,3,9,14,25,16080.44,710,3,1299
2602,4,14,25,28,16991.61,229,4,1300
2603,5,19,36,31,17902.78,1748,5,1301
2604,6,24,7,34,18813.95,1267,6,1302
2605,2,12,13,6,8829.21,579,1,1303
2606,3,17,24,9,9740.38,105,2,1304
2607,4,22,35,12,10651.55,1631,3,1305
2608,5,27,6,15,11562.72,1157,4,1306
2609,6,32,17,18,12473.89,683,5,1307
2610,1,37,28,21,13384.06,209,6,1308
2611,2,2,39,24,14295.23,1735,1,1303
2612,3,7,10,27,15206.4,1261,2,1304
2613,4,12,21,30,16117.57,787,3,1305
2614,5,17,32,33,17028.74,313,4,1306
2615,6,22,3,36,17939.91,1839,5,1307
2616,1,27,14,39,18850.08,1365,6,1308
2617,3,15,20,11,8866.34,600,1,1309
2618,4,20,31,14,9777.51,133,2,1310
2619,5,25,2,17,10688.68,1666,3,1311
2620,6,30,13,20,11599.85,1199,4,1312
2621,1,35,24,23,12510.02,732,5,1313
2622,2,40,35,26,13421.19,265,6,1314
2623,3,5,6,29,14332.36,1798,1,1309
2624,4,10,17,32,15243.53,1331,2,1310
2625,5,15,28,35,16154.7,864,3,1311
2626,6,20,39,38,17065.87,397,4,1312
2627,1,25,10,1,17976.04,1930,5,1313
2628,2,30,21,4,18887.21,1463,6,1314
2629,4,18,27,16,8903.47,621,1,1315
2630,5,23,38,19,9814.64,161,2,1316
2631,6,28,9,22,10725.81,1701,3,1317
2632,1,33,20,25,11636.98,1241,4,1318
2633,2,38,31,28,12547.15,781,5,1319
2634,3,3,2,31,13458.32,321,6,1320
2635,4,8,13,34,14369.49,1861,1,1315
2636,5,13,24,37,15280.66,1401,2,1316
2637,6,18,35,40,16191.83,941,3,1317
2638,1,23,6,3,17102.0,481,4,1318
2639,2,28,17,6,18013.17,21,5,1319
2640,3,33,28,9,18924.34,1561,6,1320
2641,5,21,34,21,8940.6,642,1,1321
2642,6,26,5,24,9851.77,189,2,1322
2643,1,31,16,27,10762.94,1736,3,1323
2644,2,36,27,30,11673.11,1283,4,1324
2645,3,1,38,33,12584.28,830,5,1325
2646,4,6,9,36,13495.45,377,6,1326
2647,5,11,20,39,14406.62,1924,1,1321
2648,6,16,31,2,15317.79,1471,2,1322
2649,1,21,2,5,16228.96,1018,3,1323
2650,2,26,13,8,17139.13,565,4,1324
2651,3,31,24,11,18050.3,112,5,1325
2652,4,36,35,14,18961.47,1659,6,1326
2653,6,24,1,26,8977.73,663,1,1327
2654,1,29,12,29,9888.9,217,2,1328
2655,2,34,23,32,10799.07,1771,3,1329
2656,3,39,34,35,11710.24,1325,4,1330
2657,4,4,5,38,12621.41,879,5,1331
2658,5,9,16,1,13532.58,433,6,1332
2659,6,14,27,4,14443.75,1987,1,1327
2660,1,19,38,7,15354.92,1541,2,1328
2661,2,24,9,10,16265.09,1095,3,1329
2662,3,29,20,13,17176.26,649,4,1330
2663,4,34,31,16,18087.43,203,5,1331
2664,5,39,2,19,18998.6,1757,6,1332
2665,1,27,8,31,9014.86,684,1,1333
2666,2,32,19,34,9925.03,245,2,1334
2667,3,37,30,37,10836.2,1806,3,1335
2668,4,2,1,40,11747.37,1367,4,1336
2669,5,7,12,3,12658.54,928,5,1337
2670,6,12,23,6,13569.71,489,6,1338
2671,1,17,34,9,14480.88,50,1,1333
2672,2,22,5,12,15391.05,1611,2,1334
2673,3,27,16,15,16302.22,1172,3,1335
2674,4,32,27,18,17213.39,733,4,1336
2675,5,37,38,21,18124.56,294,5,1337
2676,6,2,9,24,19035.73,1855,6,1338
2677,2,30,15,36,9051.99,705,1,1339
2678,3,35,26,39,9962.16,273,2,1340
2679,4,40,37,2,10873.33,1841,3,1341
2680,5,5,8,5,11784.5,1409,4,1342
2681,6,10,19,8,12695.67,977,5,1343
2682,1,15,30,11,13606.84,545,6,1344
2683,2,20,1,14,14517.01,113,1,1339
2684,3,25,12,17,15428.18,1681,2,1340
2685,4,30,23,20,16339.35,1249,3,1341
2686,5,35,34,23,17250.52,817,4,1342
2687,6,40,5,26,18161.69,385,5,1343
2688,1,5,16,29,19072.86,1953,6,1344
2689,3,33,22,1,9088.12,726,1,1345
2690,4,38,33,4,9999.29,301,2,1346
2691,5,3,4,7,10910.46,1876,3,1347
2692,6,8,15,10,11821.63,1451,4,1348
2693,1,13,26,13,12732.8,1026,5,1349
2694,2,18,37,16,13643.97,601,6,1350
2695,3,23,8,19,14554.14,176,1,1345
2696,4,28,19,22,15465.31,1751,2,1346
2697,5,33,30,25,16376.48,1326,3,1347
2698,6,38,1,28,17287.65,901,4,1348
2699,1,3,12,31,18198.82,476,5,1349
2700,2,8,23,34,19109.99,51,6,1350
2701,4,36,29,6,9125.25,747,1,1351
2702,5,1,40,9,10036.42,329,2,1352
2703,6,6,11,12,10947.59,1911,3,1353
2704,1,11,22,15,11858.76,1493,4,1354
2705,2,16,33,18,12769.93,1075,5,1355
2706,3,21,4,21,13680.1,657,6,1356
2707,4,26,15,24,14591.27,239,1,1351
2708,5,31,26,27,15502.44,1821,2,1352
2709,6,36,37,30,16413.61,1403,3,1353
2710,1,1,8,33,17324.78,985,4,1354
2711,2,6,19,36,18235.95,567,5,1355
2712,3,11,30,39,19146.12,149,6,1356
2713,5,39,36,11,9162.38,768,1,1357
2714,6,4,7,14,10073.55,357,2,1358
2715,1,9,18,17,10984.72,1946,3,1359
2716,2,14,29,20,11895.89,1535,4,1360
2717,3,19,40,23,12806.06,1124,5,1361
2718,4,24,11,26,13717.23,713,6,1362
2719,5,29,22,29,14628.4,302,1,1357
2720,6,34,33,32,15539.57,1891,2,1358
2721,1,39,4,35,16450.74,1480,3,1359
2722,2,4,15,38,17361.91,1069,4,1360
2723,3,9,26,1,18272.08,658,5,1361
2724,4,14,37,4,19183.25,247,6,1362
2725,6,2,3,16,9199.51,789,1,1363
2726,1,7,14,19,10110.68,385,2,1364
2727,2,12,25,22,11021.85,1981,3,1365
2728,3,17,36,25,11932.02,1577,4,1366
2729,4,22,7,28,12843.19,1173,5,1367
2730,5,27,18,31,13754.36,769,6,1368
2731,6,32,29,34,14665.53,365,1,1363
2732,1,37,40,37,15576.7,1961,2,1364
2733,2,2,11,40,16487.87,1557,3,1365
2734,3,7,22,3,17398.04,1153,4,1366
2735,4,12,33,6,18309.21,749,5,1367
2736,5,17,4,9,19220.38,345,6,1368
2737,1,5,10,21,9236.64,810,1,1369
2738,2,10,21,24,10147.81,413,2,1370
2739,3,15,32,27,11058.98,16,3,1371
2740,4,20,3,30,11969.15,1619,4,1372
2741,5,25,14,33,12880.32,1222,5,1373
2742,6,30,25,36,13791.49,825,6,1374
2743,1,35,36,39,14702.66,428,1,1369
2744,2,40,7,2,15613.83,31,2,1370
2745,3,5,18,5,16524.0,1634,3,1371
2746,4,10,29,8,17435.17,1237,4,1372
2747,5,15,40,11,18346.34,840,5,1373
2748,6,20,11,14,19257.51,443,6,1374
2749,2,8,17,26,9273.77,831,1,1375
2750,3,13,28,29,10184.94,441,2,1376
2751,4,18,39,32,11095.11,51,3,1377
2752,5,23,10,35,12006.28,1661,4,1378
2753,6,28,21,38,12917.45,1271,5,1379
2754,1,33,32,1,13828.62,881,6,1380
2755,2,38,3,4,14739.79,491,1,1375
2756,3,3,14,7,15650.96,101,2,1376
2757,4,8,25,10,16561.13,1711,3,1377
2758,5,13,36,13,17472.3,1321,4,1378
2759,6,18,7,16,18383.47,931,5,1379
2760,1,23,18,19,19294.64,541,6,1380
2761,3,11,24,31,9310.9,852,1,1381
2762,4,16,35,34,10221.07,469,2,1382
2763,5,21,6,37,11132.24,86,3,1383
2764,6,26,17,40,12043.41,1703,4,1384
2765,1,31,28,3,12954.58,1320,5,1385
2766,2,36,39,6,13865.75,937,6,1386
2767,3,1,10,9,14776.92,554,1,1381
2768,4,6,21,12,15687.09,171,2,1382
2769,5,11,32,15,16598.26,1788,3,1383
2770,6,16,3,18,17509.43,1405,4,1384
2771,1,21,14,21,18420.6,1022,5,1385
2772,2,26,25,24,19331.77,639,6,1386
2773,4,14,31,36,9347.03,873,1,1387
2774,5,19,2,39,10258.2,497,2,1388
2775,6,24,13,2,11169.37,121,3,1389
2776,1,29,24,5,12080.54,1745,4,1390
2777,2,34,35,8,12991.71,1369,5,1391
2778,3,39,6,11,13902.88,993,6,1392
2779,4,4,17,14,14813.05,617,1,1387
2780,5,9,28,17,15724.22,241,2,1388
2781,6,14,39,20,16635.39,1865,3,1389
2782,1,19,10,23,17546.56,1489,4,1390
2783,2,24,21,26,18457.73,1113,5,1391
2784,3,29,32,29,19368.9,737,6,1392
2785,5,17,38,1,9384.16,894,1,1393
2786,6,22,9,4,10295.33,525,2,1394
2787,1,27,20,7,11206.5,156,3,1395
2788,2,32,31,10,12117.67,1787,4,1396
2789,3,37,2,13,13028.84,1418,5,1397
2790,4,2,13,16,13939.01,1049,6,1398
2791,5,7,24,19,14850.18,680,1,1393
2792,6,12,35,22,15761.35,311,2,1394
2793,1,17,6,25,16672.52,1942,3,1395
2794,2,22,17,28,17583.69,1573,4,1396
2795,3,27,28,31,18494.86,1204,5,1397
2796,4,32,39,34,19405.03,835,6,1398
2797,6,20,5,6,9421.29,915,1,1399
2798,1,25,16,9,10332.46,553,2,1400
2799,2,30,27,12,11243.63,191,3,1401
2800,3,35,38,15,12154.8,1829,4,1402
2801,4,40,9,18,13065.97,1467,5,1403
2802,5,5,20,21,13976.14,1105,6,1404
2803,6,10,31,24,14887.31,743,1,1399
2804,1,15,2,27,15798.48,381,2,1400
2805,2,20,13,30,16709.65,19,3,1401
2806,3,25,24,33,17620.82,1657,4,1402
2807,4,30,35,36,18531.99,1295,5,1403
2808,5,35,6,39,19442.16,933,6,1404
2809,1,23,12,11,9458.42,936,1,1405
2810,2,28,23,14,10369.59,581,2,1406
2811,3,33,34,17,11280.76,226,3,1407
2812,4,38,5,20,12191.93,1871,4,1408
2813,5,3,16,23,13102.1,1516,5,1409
2814,6,8,27,26,14013.27,1161,6,1410
2815,1,13,38,29,14924.44,806,1,1405
2816,2,18,9,32,15835.61,451,2,1406
2817,3,23,20,35,16746.78,96,3,1407
2818,4,28,31,38,17657.95,1741,4,1408
2819,5,33,2,1,18568.12,1386,5,1409
2820,6,38,13,4,19479.29,1031,6,1410
2821,2,26,19,16,9495.55,957,1,1411
2822,3,31,30,19,10406.72,609,2,1412
2823,4,36,1,22,11317.89,261,3,1413
2824,5,1,12,25,12228.06,1913,4,1414
