id_transacao,valor,valor_convertido,quantidade,data,id_pais_origem,id_produto
1951,12260.08,63416.14652576,270,2023-06-12,37,29
1952,13171.25,72128.135825,1411,2023-06-12,2,32
1953,14082.42,10462.90008192,552,2023-06-12,7,35
1954,14993.59,110.96755959,1693,2023-06-12,12,38
1955,15904.76,96.73275032,834,2023-06-12,17,1
1956,16815.93,24204.78237828,1975,2023-06-12,22,4
1957,6831.19,35268.82599409,1445,2023-06-13,10,16
1958,7742.36,42349.20718216,593,2023-06-13,15,19
1959,8653.53,6429.3997194,1741,2023-06-13,20,22
1960,9564.7,70.88399170000001,889,2023-06-13,25,25
1961,10475.87,63.89233113000001,37,2023-06-13,30,28
1962,11386.04,16435.202210080002,1185,2023-06-13,35,31
1963,12297.21,63489.40077831,333,2023-06-13,40,34
1964,13208.38,72247.27617427999,1481,2023-06-13,5,37
1965,14119.55,10490.543258999998,629,2023-06-13,10,40
1966,15030.72,111.39266592,1777,2023-06-13,15,3
1967,15941.89,97.22958711,925,2023-06-13,20,6
1968,16852.06,24325.13971112,73,2023-06-13,25,9
1969,6868.32,35395.04231664,1466,2023-06-14,13,21
1970,7779.49,42506.75216498999,621,2023-06-14,18,24
1971,8690.66,6457.73396356,1776,2023-06-14,23,27
1972,9601.83,71.27438409,931,2023-06-14,28,30
1973,10512.0,64.30190400000001,86,2023-06-14,33,33
1974,11423.17,16533.72491045,1241,2023-06-14,38,36
1975,12334.34,63563.50406618,396,2023-06-14,3,39
1976,13245.51,72372.81761001,1551,2023-06-14,8,2
1977,14156.68,10519.34758088,706,2023-06-14,13,5
1978,15067.85,111.84865055,1861,2023-06-14,18,8
1979,15978.02,97.73754834,1016,2023-06-14,23,11
1980,16889.19,24445.16026815,171,2023-06-14,28,14
1981,6905.45,35521.66932725,1487,2023-06-15,16,26
1982,7816.62,42668.1145968,649,2023-06-15,21,29
1983,8727.79,6486.79027286,1811,2023-06-15,26,32
1984,9638.96,71.66566759999999,973,2023-06-15,31,35
1985,10549.13,64.71891255,135,2023-06-15,36,38
1986,11460.3,16630.958153999996,1297,2023-06-15,1,1
1987,12371.47,63638.90353735,459,2023-06-15,6,4
1988,13282.64,72505.1500096,1621,2023-06-15,11,7
1989,14193.81,10549.32218154,783,2023-06-15,16,10
1990,15104.98,112.3055263,1945,2023-06-15,21,13
1991,16015.15,98.25294525,1107,2023-06-15,26,16
1992,16926.32,24563.1370576,269,2023-06-15,31,19
1993,6942.58,35648.98194656,1508,2023-06-16,19,31
1994,7853.75,42833.53571,677,2023-06-16,24,34
1995,8764.92,6516.577781280001,1846,2023-06-16,29,37
1996,9675.09,72.06974541,1015,2023-06-16,34,40
1997,10586.26,65.13725778,184,2023-06-16,39,3
1998,11497.43,16726.73710232,1353,2023-06-16,4,6
1999,12408.6,63716.076355200006,522,2023-06-16,9,9
2000,13319.77,72644.64032392,1691,2023-06-16,14,12
2001,14230.94,10580.476194960002,860,2023-06-16,19,15
2002,15141.11,112.78612839,29,2023-06-16,24,18
2003,16052.28,98.76967884,1198,2023-06-16,29,21
2004,16963.45,24678.8341828,367,2023-06-16,34,24
2005,6979.71,35777.2256919,1529,2023-06-17,22,36
2006,7890.88,43003.2443712,705,2023-06-17,27,39
2007,8801.05,6546.353005749999,1881,2023-06-17,32,2
2008,9712.22,72.48229785999999,1057,2023-06-17,37,5
2009,10623.39,65.55693969,233,2023-06-17,2,8
2010,11534.56,16820.9065208,1409,2023-06-17,7,11
2011,12445.73,63795.4429497,585,2023-06-17,12,14
2012,13356.9,72791.632206,1761,2023-06-17,17,17
2013,14267.07,10612.06067205,937,2023-06-17,22,20
2014,15178.24,113.27520512,113,2023-06-17,27,23
2015,16089.41,99.28774911,1289,2023-06-17,32,26
2016,17000.58,24792.0308169,465,2023-06-17,37,29
2017,7016.84,35906.67188376,1550,2023-06-18,25,1
2018,7927.01,43172.0025919,733,2023-06-18,30,4
2019,8838.18,6577.5945105,1916,2023-06-18,35,7
2020,9749.35,72.89588995,1099,2023-06-18,40,10
2021,10660.52,65.97795828000001,282,2023-06-18,5,13
2022,11571.69,16913.28624921,1465,2023-06-18,10,16
2023,12482.86,63877.46595204,648,2023-06-18,15,19
2024,13393.03,72940.98605569999,1831,2023-06-18,20,22
2025,14304.2,10645.543245,1014,2023-06-18,25,25
2026,15215.37,113.76532149,197,2023-06-18,30,28
2027,16126.54,99.80715606,1380,2023-06-18,35,31
2028,17037.71,24902.47027539,563,2023-06-18,40,34
2029,7053.97,36037.57587892,1571,2023-06-19,28,6
2030,7964.14,43350.90858882,761,2023-06-19,33,9
2031,8875.31,6609.56761134,1951,2023-06-19,38,12
2032,9786.48,73.33009464,1141,2023-06-19,3,15
2033,10697.65,66.40031354999999,331,2023-06-19,8,18
2034,11608.82,17003.75209214,1521,2023-06-19,13,21
2035,12519.99,63962.57563164,711,2023-06-19,18,24
2036,13430.16,73103.89301207999,1901,2023-06-19,23,27
2037,14341.33,10680.18922962,1091,2023-06-19,28,30
2038,15252.5,114.2869825,281,2023-06-19,33,33
2039,16163.67,100.32789969,1471,2023-06-19,38,36
2040,17074.84,25009.97916868,661,2023-06-19,3,39
2041,7090.1,36165.1040889,1592,2023-06-20,31,11
2042,8001.27,43534.71003825,789,2023-06-20,36,14
2043,8912.44,6642.263283200001,1986,2023-06-20,1,17
2044,9823.61,73.76548749,1183,2023-06-20,6,20
2045,10734.78,66.8240055,380,2023-06-20,11,23
2046,11645.95,17092.14357965,1577,2023-06-20,16,26
2047,12556.12,64046.11877868,774,2023-06-20,21,29
2048,13467.29,73275.18820775,1971,2023-06-20,26,32
2049,14378.46,10715.9786688,1168,2023-06-20,31,35
2050,15289.63,114.80983167,365,2023-06-20,36,38
2051,16200.8,100.84998,1562,2023-06-20,1,1
2052,17111.97,25114.33143459,759,2023-06-20,6,4
2053,7127.23,36299.70936746,1613,2023-06-21,34,16
2054,8038.4,43723.550464,817,2023-06-21,39,19
2055,8949.57,6675.672203969999,21,2023-06-21,4,22
2056,9860.74,74.2020685,1225,2023-06-21,9,25
2057,10771.91,67.24903413,429,2023-06-21,14,28
2058,11682.08,17176.85146672,1633,2023-06-21,19,31
2059,12593.25,64138.7067615,837,2023-06-21,24,34
2060,13504.42,73455.0643607,41,2023-06-21,29,37
2061,14415.59,10752.89130839,1245,2023-06-21,34,40
2062,15326.76,115.333869,449,2023-06-21,39,3
2063,16237.93,101.37339699,1653,2023-06-21,4,6
2064,17148.1,25213.8631679,857,2023-06-21,9,9
2065,7164.36,36436.55223852,1634,2023-06-22,37,21
2066,8075.53,43917.60702868,845,2023-06-22,2,24
2067,8986.7,6709.784754500001,56,2023-06-22,7,27
2068,9897.87,74.64973554000001,1267,2023-06-22,12,30
2069,10808.04,67.65833040000001,478,2023-06-22,17,33
2070,11719.21,17260.67360613,1689,2023-06-22,22,36
2071,12630.38,64235.67501666,900,2023-06-22,27,39
2072,13541.55,73643.76969179999,111,2023-06-22,32,2
2073,14452.72,10790.9065972,1322,2023-06-22,37,5
2074,15363.89,115.87445838,533,2023-06-22,2,8
2075,16274.06,101.8756156,1744,2023-06-22,7,11
2076,17185.23,25311.31756119,955,2023-06-22,12,14
2077,7201.49,36575.8636057,1655,2023-06-23,40,26
2078,8112.66,44117.00203704,873,2023-06-23,5,29
2079,9023.83,6744.581994769999,91,2023-06-23,10,32
2080,9934.0,75.091106,1309,2023-06-23,15,35
2081,10845.17,68.07513209,527,2023-06-23,20,38
2082,11756.34,17342.03577348,1745,2023-06-23,25,1
2083,12667.51,64337.3965643,963,2023-06-23,30,4
2084,13578.68,73841.45930192,181,2023-06-23,35,7
2085,14489.85,10829.98919715,1399,2023-06-23,40,10
2086,15400.02,116.40875118,617,2023-06-23,5,13
2087,16311.19,102.38533963,1835,2023-06-23,10,16
2088,17222.36,25405.082127920003,1053,2023-06-23,15,19
2089,7238.62,36717.89271138,1676,2023-06-24,3,31
2090,8149.79,44321.85053516,901,2023-06-24,8,34
2091,9060.96,6780.053600159999,126,2023-06-24,13,37
2092,9971.13,75.55125201,1351,2023-06-24,18,40
2093,10882.3,68.4823139,576,2023-06-24,23,3
2094,11793.47,17420.80676479,1801,2023-06-24,28,6
2095,12704.64,64444.27369536,1026,2023-06-24,33,9
2096,13615.81,74048.27556724,251,2023-06-24,38,12
2097,14526.98,10870.11785158,1476,2023-06-24,3,15
2098,15437.15,116.96728555,701,2023-06-24,8,18
2099,16348.32,102.87997776,1926,2023-06-24,13,21
2100,17259.49,25494.976469930003,1151,2023-06-24,18,24
2101,7275.75,36862.878405,1697,2023-06-25,6,36
2102,8186.92,44532.2601248,929,2023-06-25,11,39
2103,9097.09,6815.43066292,161,2023-06-25,16,2
2104,10008.26,76.00272644,1393,2023-06-25,21,5
2105,10919.43,68.89068387,625,2023-06-25,26,8
2106,11830.6,17496.889531200002,1857,2023-06-25,31,11
2107,12741.77,64556.6873758,1089,2023-06-25,36,14
2108,13652.94,74264.34795360001,321,2023-06-25,1,17
2109,14563.11,10910.50725468,1553,2023-06-25,6,20
2110,15474.28,117.51168232,785,2023-06-25,11,23
2111,16385.45,103.37580405,17,2023-06-25,16,26
2112,17296.62,25580.87074224,1249,2023-06-25,21,29
2113,7312.88,37011.034146,1718,2023-06-26,9,1
2114,8223.05,44742.8649536,957,2023-06-26,14,4
2115,9134.22,6852.19041474,196,2023-06-26,19,7
2116,10045.39,76.46550868,1435,2023-06-26,24,10
2117,10956.56,69.28928544,674,2023-06-26,29,13
2118,11867.73,17570.174264999998,1913,2023-06-26,34,16
2119,12778.9,64674.97131749999,1152,2023-06-26,39,19
2120,13689.07,74484.31060864,391,2023-06-26,4,22
2121,14600.24,10952.61824008,1630,2023-06-26,9,25
2122,15511.41,118.07285292,869,2023-06-26,14,28
2123,16422.58,103.85639592,108,2023-06-26,19,31
2124,17333.75,25662.616875,1347,2023-06-26,24,34
2125,7349.01,37157.53523328,1739,2023-06-27,12,6
2126,8260.18,44964.60371684,985,2023-06-27,17,9
2127,9171.35,6889.5548054,231,2023-06-27,22,12
2128,10082.52,76.9296276,1477,2023-06-27,27,15
2129,10993.69,69.68900091,723,2023-06-27,32,18
2130,11904.86,17640.585833420002,1969,2023-06-27,37,21
2131,12815.03,64794.43200384,1215,2023-06-27,2,24
2132,13726.2,74719.09129560001,461,2023-06-27,7,27
2133,14637.37,10995.65089348,1707,2023-06-27,12,30
2134,15548.54,118.6353602,953,2023-06-27,17,33
2135,16459.71,104.33810169,199,2023-06-27,22,36
2136,17370.88,25740.11787136,1445,2023-06-27,27,39
2137,7386.14,37312.69638852,1760,2023-06-28,15,11
2138,8297.31,45192.07056483,1013,2023-06-28,20,14
2139,9208.48,6927.4934616,266,2023-06-28,25,17
2140,10119.65,77.3950832,1519,2023-06-28,30,20
2141,11030.82,70.07879946,772,2023-06-28,35,23
2142,11941.99,17708.04850961,25,2023-06-28,40,26
2143,12852.16,64925.48801088,1278,2023-06-28,5,29
2144,13763.33,74963.25683469,531,2023-06-28,10,32
2145,14674.5,11039.5529775,1784,2023-06-28,15,35
2146,15585.67,119.19920416,1037,2023-06-28,20,38
2147,16496.84,104.80442452,290,2023-06-28,25,1
2148,17407.01,25811.79330139,1543,2023-06-28,30,4
2149,7423.27,37471.66481855,1781,2023-06-29,18,16
2150,8334.44,45425.29834528,1041,2023-06-29,23,19
2151,9245.61,6965.993907180001,301,2023-06-29,28,22
2152,10156.78,77.87203226000001,1561,2023-06-29,33,25
2153,11067.95,70.45856970000001,821,2023-06-29,38,28
2154,11978.12,17770.990372520002,81,2023-06-29,3,31
2155,12889.29,65063.395865850005,1341,2023-06-29,8,34
2156,13800.46,75216.81274352,601,2023-06-29,13,37
2157,14711.63,11084.30108394,1861,2023-06-29,18,40
2158,15622.8,119.7800076,1121,2023-06-29,23,3
2159,16533.97,105.25525302,381,2023-06-29,28,6
2160,17444.14,25880.49243094,1641,2023-06-29,33,9
2161,7460.4,37634.621934,1802,2023-06-30,21,21
2162,8371.57,45664.27730544999,1069,2023-06-30,26,24
2163,9282.74,7005.01552072,336,2023-06-30,31,27
2164,10193.91,78.34019835,1603,2023-06-30,36,30
2165,11104.08,70.82182224,870,2023-06-30,1,33
2166,12015.25,17832.34918075,137,2023-06-30,6,36
2167,12926.42,65208.4244357,1404,2023-06-30,11,39
2168,13837.59,75479.69460915,671,2023-06-30,16,2
2169,14748.76,11129.82726128,1938,2023-06-30,21,5
2170,15659.93,120.34656205,1205,2023-06-30,26,8
2171,16570.1,105.6840978,472,2023-06-30,31,11
2172,17481.27,25944.70450161,1739,2023-06-30,36,14
2173,7497.53,37801.75152182,1823,2023-07-01,24,26
2174,8408.7,45908.97939,1097,2023-07-01,29,29
2175,9319.87,7044.5169382,371,2023-07-01,34,32
2176,10230.04,78.79176808,1645,2023-07-01,39,35
2177,11141.21,71.1923319,919,2023-07-01,4,38
2178,12052.38,17890.57697676,193,2023-07-01,9,1
2179,12963.55,65360.8449637,1467,2023-07-01,14,4
2180,13874.72,75751.808784,741,2023-07-01,19,7
2181,14785.89,11176.0628154,15,2023-07-01,24,10
2182,15696.06,120.89105412,1289,2023-07-01,29,13
2183,16607.23,106.1201997,563,2023-07-01,34,16
2184,17518.4,26004.347996800003,1837,2023-07-01,39,19
2185,7534.66,37973.20207198,1844,2023-07-02,27,31
2186,8445.83,46159.37476135,1125,2023-07-02,32,34
2187,9356.0,7083.717636,406,2023-07-02,37,37
2188,10267.17,79.2625524,1687,2023-07-02,2,40
2189,11178.34,71.55255434,968,2023-07-02,7,3
2190,12089.51,17945.644464980003,249,2023-07-02,12,6
2191,13000.68,65520.86606604,1530,2023-07-02,17,9
2192,13911.85,76033.05983825,811,2023-07-02,22,12
2193,14822.02,11222.21082462,92,2023-07-02,27,15
2194,15733.19,121.46022680000002,1373,2023-07-02,32,18
2195,16644.36,106.54054836,654,2023-07-02,37,21
2196,17555.53,26059.39362094,1935,2023-07-02,2,24
2197,7571.79,38149.12370817,1865,2023-07-03,30,36
2198,8482.96,46415.39786784,1153,2023-07-03,35,39
2199,9393.13,7124.087944679999,441,2023-07-03,40,2
2200,10304.3,79.72436909999999,1729,2023-07-03,5,5
2201,11215.47,71.8911627,1017,2023-07-03,10,8
2202,12126.64,17997.52234984,305,2023-07-03,15,11
2203,13037.81,65688.69799263,1593,2023-07-03,20,14
2204,13948.98,76323.29476392,881,2023-07-03,25,17
2205,14859.15,11269.7142894,169,2023-07-03,30,20
2206,15770.32,122.01496584,1457,2023-07-03,35,23
2207,16681.49,106.9283509,745,2023-07-03,40,26
2208,17592.66,26109.81207846,33,2023-07-03,5,29
2209,7608.92,38329.66057888,1886,2023-07-04,33,1
2210,8519.09,46671.47676322,1181,2023-07-04,38,4
2211,9430.26,7164.828640199999,476,2023-07-04,3,7
2212,10341.43,80.18744822,1771,2023-07-04,8,10
2213,11252.6,72.23043940000001,1066,2023-07-04,13,13
2214,12163.77,18046.21782708,361,2023-07-04,18,16
2215,13074.94,65864.53955216,1656,2023-07-04,23,19
2216,13985.11,76616.83776038,951,2023-07-04,28,22
2217,14896.28,11317.7466556,246,2023-07-04,33,25
2218,15807.45,122.5709673,1541,2023-07-04,38,28
2219,16718.62,107.31682178,836,2023-07-04,3,31
2220,17629.79,26155.62696316,131,2023-07-04,8,34
2221,7645.05,38509.890501600006,1907,2023-07-05,36,6
2222,8556.22,46938.45606714,1209,2023-07-05,1,9
2223,9467.39,7205.905083309999,511,2023-07-05,6,12
2224,10378.56,80.6414112,1813,2023-07-05,11,15
2225,11289.73,72.55909471,1115,2023-07-05,16,18
2226,12200.9,18091.7263371,417,2023-07-05,21,21
2227,13111.07,66043.50135824,1719,2023-07-05,26,24
2228,14022.24,76924.42412688,1021,2023-07-05,31,27
2229,14933.41,11366.25141989,323,2023-07-05,36,30
2230,15844.58,123.1123866,1625,2023-07-05,1,33
2231,16755.75,107.68920525,927,2023-07-05,6,36
2232,17666.92,26196.84464748,229,2023-07-05,11,39
2233,7682.18,38699.995797760006,1928,2023-07-06,39,11
2234,8593.35,47210.73917115,1237,2023-07-06,4,14
2235,9504.52,7247.263031640001,546,2023-07-06,9,17
2236,10415.69,81.09656234,1855,2023-07-06,14,20
2237,11326.86,72.87701724,1164,2023-07-06,19,23
2238,12237.03,18132.56183934,473,2023-07-06,24,26
2239,13148.2,66235.79306240001,1782,2023-07-06,29,29
2240,14059.37,77240.33700253001,1091,2023-07-06,34,32
2241,14970.54,11415.14154378,400,2023-07-06,39,35
2242,15881.71,123.65499406,1709,2023-07-06,4,38
2243,16792.88,108.04538992,1018,2023-07-06,9,1
2244,17703.05,26231.9900229,327,2023-07-06,14,4
2245,7719.31,38895.024840460006,1949,2023-07-07,2,16
2246,8630.48,47488.18917288,1265,2023-07-07,7,19
2247,9541.65,7288.875976650001,581,2023-07-07,12,22
2248,10452.82,81.55290164,1897,2023-07-07,17,25
2249,11363.99,73.17273161,1213,2023-07-07,22,28
2250,12274.16,18171.734315920003,529,2023-07-07,27,31
2251,13185.33,66436.47396978,1845,2023-07-07,32,34
2252,14096.5,77564.3137665,1161,2023-07-07,37,37
2253,15007.67,11464.374120670002,477,2023-07-07,2,40
2254,15918.84,124.19878968,1793,2023-07-07,7,3
2255,16829.01,108.36199539,1109,2023-07-07,12,6
2256,17740.18,26264.105867660004,425,2023-07-07,17,9
2257,7756.44,39095.04825096,1970,2023-07-08,5,21
2258,8667.61,47770.622415950005,1293,2023-07-08,10,24
2259,9578.78,7330.67864912,616,2023-07-08,15,27
2260,10489.95,81.99993915,1939,2023-07-08,20,30
2261,11400.12,73.46237328000001,1262,2023-07-08,25,33
2262,12311.29,18207.7823455,585,2023-07-08,30,36
2263,13222.46,66645.61470163999,1908,2023-07-08,35,39
2264,14133.63,77896.01771385,1231,2023-07-08,40,2
2265,15044.8,11513.8456192,554,2023-07-08,5,5
2266,15955.97,124.72781748999998,1877,2023-07-08,10,8
2267,16866.14,108.68540616,1200,2023-07-08,15,11
2268,17777.31,26291.7526245,523,2023-07-08,20,14
2269,7793.57,39300.12106337999,1991,2023-07-09,8,26
2270,8704.74,48057.8684949,1321,2023-07-09,13,29
2271,9615.91,7372.64320383,651,2023-07-09,18,32
2272,10526.08,82.42973248,1981,2023-07-09,23,35
2273,11437.25,73.73595075,1311,2023-07-09,28,38
2274,12348.42,18240.76496508,641,2023-07-09,33,1
2275,13259.59,66863.25936006,1971,2023-07-09,38,4
2276,14170.76,78235.1363226,1301,2023-07-09,3,7
2277,15081.93,11563.51179609,631,2023-07-09,8,10
2278,15992.1,125.2341351,1961,2023-07-09,13,13
2279,16903.27,108.97538169,1291,2023-07-09,18,16
2280,17814.44,26315.02759256,621,2023-07-09,23,19
2281,7830.7,39510.2901841,12,2023-07-10,11,31
2282,8741.87,48349.70069153001,1349,2023-07-10,16,34
2283,9652.04,7413.934616840002,686,2023-07-10,21,37
2284,10563.21,82.85781924,23,2023-07-10,26,40
2285,11474.38,74.009751,1360,2023-07-10,31,3
2286,12385.55,18270.72986575,697,2023-07-10,36,6
2287,13296.72,67089.43845336,34,2023-07-10,1,9
2288,14207.89,78581.26796191,1371,2023-07-10,6,12
2289,15118.06,11612.49936526,708,2023-07-10,11,15
2290,16029.23,125.73328012,45,2023-07-10,16,18
2291,16940.4,109.26558,1382,2023-07-10,21,21
2292,17851.57,26334.01125905,719,2023-07-10,26,24
2293,7867.83,39725.56273479,33,2023-07-11,14,36
2294,8778.0,48640.381482,1377,2023-07-11,19,39
2295,9689.17,7456.05854425,721,2023-07-11,24,2
2296,10600.34,83.27627104,65,2023-07-11,29,5
2297,11511.51,74.26075101,1409,2023-07-11,34,8
2298,12422.68,18297.75047508,753,2023-07-11,39,11
2299,13333.85,67324.11537505001,97,2023-07-11,4,14
2300,14244.02,78928.52205938,1441,2023-07-11,9,17
2301,15155.19,11662.29758475,785,2023-07-11,14,20
2302,16066.36,126.21732416,129,2023-07-11,19,23
2303,16977.53,109.52204603,1473,2023-07-11,24,26
2304,17888.7,26348.8207797,817,2023-07-11,29,29
2305,7904.96,39945.94464896,54,2023-07-12,17,1
2306,8815.13,48940.720247,1405,2023-07-12,22,4
2307,9726.3,7498.179743399999,756,2023-07-12,27,7
2308,10637.47,83.69561395999999,107,2023-07-12,32,10
2309,11548.64,74.50027664,1458,2023-07-12,37,13
2310,12459.81,18321.91386861,809,2023-07-12,2,16
2311,13370.98,67567.25233048,160,2023-07-12,7,19
2312,14281.15,79287.516685,1511,2023-07-12,12,22
2313,15192.32,11712.03294976,862,2023-07-12,17,25
2314,16103.49,126.70225932,213,2023-07-12,22,28
2315,17014.66,109.76157166,1564,2023-07-12,27,31
2316,17925.83,26359.592424230003,915,2023-07-12,32,34
2317,7941.09,40166.37468687,75,2023-07-13,20,6
2318,8852.26,49244.927630280006,1433,2023-07-13,25,9
2319,9763.43,7540.25793528,791,2023-07-13,30,12
2320,10674.6,84.10517340000001,149,2023-07-13,35,15
2321,11585.77,74.7282165,1507,2023-07-13,40,18
2322,12496.94,18343.30845856,865,2023-07-13,5,21
2323,13407.11,67813.73888573,223,2023-07-13,10,24
2324,14318.28,79652.27663784001,1581,2023-07-13,15,27
2325,15229.45,11761.6433172,939,2023-07-13,20,30
2326,16140.62,127.17194498000002,297,2023-07-13,25,33
2327,17051.79,109.9840455,1655,2023-07-13,30,36
2328,17962.96,26366.46379904,1013,2023-07-13,35,39
2329,7978.22,40396.92712622,96,2023-07-14,23,11
2330,8889.39,49552.74004491,1461,2023-07-14,28,14
2331,9800.56,7582.242446239999,826,2023-07-14,33,17
2332,10711.73,84.50483797,191,2023-07-14,38,20
2333,11622.9,74.93283629999999,1556,2023-07-14,3,23
2334,12533.07,18360.58409097,921,2023-07-14,8,26
2335,13444.24,68073.57826024,286,2023-07-14,13,29
2336,14355.41,80022.35248629,1651,2023-07-14,18,32
2337,15266.58,11811.05068332,1016,2023-07-14,23,35
2338,16177.75,127.62626975,381,2023-07-14,28,38
2339,17088.92,110.17226723999998,1746,2023-07-14,33,1
2340,17999.09,26368.14487639,1111,2023-07-14,38,4
2341,8015.35,40632.4862769,117,2023-07-15,26,16
2342,8926.52,49863.8531482,1489,2023-07-15,31,19
2343,9837.69,7624.07202234,861,2023-07-15,36,22
2344,10748.86,84.89449628000001,233,2023-07-15,1,25
2345,11659.03,75.13078932,1605,2023-07-15,6,28
2346,12570.2,18376.7776264,977,2023-07-15,11,31
2347,13481.37,68341.56730758,349,2023-07-15,16,34
2348,14392.54,80397.2321789,1721,2023-07-15,21,37
2349,15303.71,11860.16099806,1093,2023-07-15,26,40
2350,16214.88,128.06512224,465,2023-07-15,31,3
2351,17125.05,110.3538222,1837,2023-07-15,36,6
2352,18036.22,26367.72717704,1209,2023-07-15,1,9
2353,8052.48,40872.99540096,138,2023-07-16,29,21
2354,8963.65,50177.96591735,1517,2023-07-16,34,24
2355,9874.82,7665.714142979999,896,2023-07-16,39,27
2356,10785.99,85.26325095,275,2023-07-16,4,30
2357,11696.16,75.31157424,1654,2023-07-16,9,33
2358,12607.33,18390.55181027,1033,2023-07-16,14,36
2359,13518.5,68617.5672995,412,2023-07-16,19,39
2360,14429.67,80776.41245013001,1791,2023-07-16,24,2
2361,15340.84,11908.92534276,1170,2023-07-16,29,5
2362,16251.01,128.46423405000002,549,2023-07-16,34,8
2363,17162.18,110.50727702,1928,2023-07-16,39,11
2364,18073.35,26363.93903865,1307,2023-07-16,4,14
2365,8089.61,41118.36317421,159,2023-07-17,32,26
2366,9000.78,50494.753832760005,1545,2023-07-17,37,29
2367,9911.95,7707.106106150001,931,2023-07-17,2,32
2368,10822.12,85.62461344000002,317,2023-07-17,7,35
2369,11733.29,75.49198786,1703,2023-07-17,12,38
2370,12644.46,18402.02634978,1089,2023-07-17,17,1
2371,13555.63,68901.38305743,475,2023-07-17,22,4
2372,14466.8,81159.3556056,1861,2023-07-17,27,7
2373,15377.97,11957.24821929,1247,2023-07-17,32,10
2374,16288.14,128.87176368000002,633,2023-07-17,37,13
2375,17199.31,110.66036054,19,2023-07-17,2,16
2376,18110.48,26356.96029464,1405,2023-07-17,7,19
2377,8126.74,41368.4791971,180,2023-07-18,35,31
2378,9037.91,50813.89562046,1573,2023-07-18,40,34
2379,9948.08,7747.415482799999,966,2023-07-18,5,37
2380,10859.25,85.9835415,359,2023-07-18,10,40
2381,11770.42,75.64848934000001,1752,2023-07-18,15,3
2382,12681.59,18411.37331221,1145,2023-07-18,20,6
2383,13592.76,69192.7893954,538,2023-07-18,25,9
2384,14503.93,81545.53266258001,1931,2023-07-18,30,12
2385,15414.1,12004.2698685,1324,2023-07-18,35,15
2386,16325.27,129.26348786,717,2023-07-18,40,18
2387,17236.44,110.77859988,110,2023-07-18,5,21
2388,18147.61,26347.04500259,1503,2023-07-18,10,24
2389,8163.87,41623.22995116,201,2023-07-19,38,36
2390,9074.04,51129.402447600005,1601,2023-07-19,3,39
2391,9985.21,7788.1642437,1001,2023-07-19,8,2
2392,10896.38,86.32112235999999,401,2023-07-19,13,5
2393,11807.55,75.79266344999999,1801,2023-07-19,18,8
2394,12718.72,18418.71611776,1201,2023-07-19,23,11
2395,13629.89,69491.55800852,601,2023-07-19,28,14
2396,14540.06,81928.7306814,1,2023-07-19,33,17
2397,15451.23,12051.4958631,1401,2023-07-19,38,20
2398,16362.4,129.6229328,801,2023-07-19,3,23
2399,17273.57,110.87904583,201,2023-07-19,8,26
2400,18184.74,26334.376708920005,1601,2023-07-19,13,29
2401,8200.0,41877.3672,222,2023-07-20,1,1
2402,9111.17,51452.18011018,1629,2023-07-20,6,4
2403,10022.34,7828.51993038,1036,2023-07-20,11,7
2404,10933.51,86.65900026000001,443,2023-07-20,16,10
2405,11844.68,75.9243988,1850,2023-07-20,21,13
2406,12755.85,18424.23084375,1257,2023-07-20,26,16
2407,13666.02,69792.30947592,664,2023-07-20,31,19
2408,14577.19,82319.63681725999,71,2023-07-20,36,22
2409,15488.36,12098.06641452,1478,2023-07-20,1,25
2410,16399.53,129.98267478,885,2023-07-20,6,28
2411,17310.7,110.961587,292,2023-07-20,11,31
2412,18221.87,26319.21348125,1699,2023-07-20,16,34
2413,8237.13,42140.93467749,243,2023-07-21,4,6
2414,9148.3,51776.2401331,1657,2023-07-21,9,9
2415,10059.47,7868.426898769999,1071,2023-07-21,14,12
2416,10970.64,86.97523392,485,2023-07-21,19,15
2417,11881.81,76.043584,1899,2023-07-21,24,18
2418,12792.98,18428.0957953,1313,2023-07-21,29,21
2419,13703.15,70104.94541495001,727,2023-07-21,34,24
2420,14614.32,82712.03848824,141,2023-07-21,39,27
2421,15525.49,12143.89854859,1555,2023-07-21,4,30
2422,16436.66,130.30984048,969,2023-07-21,9,33
2423,17347.83,111.026112,383,2023-07-21,14,36
2424,18258.0,26300.37513,1797,2023-07-21,19,39
2425,8274.26,42408.66879898,264,2023-07-22,7,11
2426,9185.43,52101.21944337,1685,2023-07-22,12,14
2427,10096.6,7907.8388588,1106,2023-07-22,17,17
2428,11007.77,87.28060833,527,2023-07-22,22,20
2429,11918.94,76.15010766,1948,2023-07-22,27,23
2430,12829.11,18429.02934411,1369,2023-07-22,32,26
2431,13740.28,70424.06012444,790,2023-07-22,37,29
2432,14651.45,83105.35398055,211,2023-07-22,2,32
2433,15562.62,12188.92411116,1632,2023-07-22,7,35
2434,16473.79,130.62068091,1053,2023-07-22,12,38
2435,17384.96,111.07250944,474,2023-07-22,17,1
2436,18295.13,26280.97254013,1895,2023-07-22,22,4
2437,8311.39,42680.37565213,285,2023-07-23,10,16
2438,9222.56,52426.72135952,1713,2023-07-23,15,19
2439,10133.73,7946.71906005,1141,2023-07-23,20,22
2440,11044.9,87.5750121,569,2023-07-23,25,25
2441,11955.07,76.23748139,1997,2023-07-23,30,28
