id_transacao,quantidade_transacionada,valor_monetario_transacao,valor_convertido_transacao,taxa_cambio_transacao,sk_tempo,sk_pais_origem,sk_pais_destino,sk_produto,sk_categoria_produto,sk_moeda_origem,sk_moeda_destino,sk_tipo_transacao,sk_transporte
1787,1560,15386.94,90.72139824,0.005896,149,26,7,25,1,5,1,3,5
1788,603,16297.11,22460.09030604,1.378164,149,27,8,26,2,6,1,4,6
1789,1151,6313.37,33419.72308108,5.293484,150,40,21,30,1,1,1,6,1
1790,201,7224.54,40401.31822236,5.592234,150,33,16,31,2,2,1,1,2
1791,1251,8135.71,6101.261814560001,0.749936,150,34,17,32,3,3,1,2,3
1792,301,9046.88,66.54884927999998,0.007356,150,35,18,33,4,4,2,3,4
1793,1351,9957.05,58.7864232,0.005904,150,36,13,34,5,5,1,4,5
1794,401,10868.22,15023.48828904,1.382332,150,37,14,1,1,6,1,5,6
1795,1451,11779.39,62354.01249476,5.293484,150,38,15,2,2,1,1,6,1
1796,501,12690.56,70968.58111104,5.592234,150,39,1,3,3,2,1,1,2
1797,1551,13601.73,10200.42698928,0.749936,150,40,2,4,4,3,1,2,3
1798,601,14512.9,106.7568924,0.007356,150,33,3,5,5,4,2,3,4
1799,1651,15423.07,91.05780528,0.005904,150,34,4,6,1,5,1,4,5
1800,701,16334.24,22579.34264768,1.382332,150,35,5,7,2,6,1,5,6
1801,1172,6350.5,33564.8882465,5.285393,151,3,24,11,1,1,1,1,1
1802,229,7261.67,40534.89609845,5.582035,151,4,19,12,2,2,1,2,2
1803,1286,8172.84,6121.3754316,0.74899,151,5,20,35,3,3,1,3,3
1804,343,9083.01,66.78737253,0.007353,151,6,21,36,4,4,2,4,4
1805,1400,9994.18,59.09558634,0.005913,151,7,16,37,5,5,1,5,5
1806,457,10905.35,15121.3146886,1.386596,151,8,17,13,1,6,1,6,6
1807,1514,11816.52,62454.95209236,5.285393,151,1,18,14,2,1,1,1,1
1808,571,12727.69,71046.41104915,5.582035,151,2,13,15,3,2,1,2,2
1809,1628,13638.86,10215.3697514,0.74899,151,3,14,16,4,3,1,3,3
1810,685,14549.03,106.97901759,0.007353,151,4,15,17,5,4,2,4,4
1811,1742,15460.2,91.4161626,0.005913,151,5,1,18,1,5,1,5,5
1812,799,16371.37,22700.47615652,1.386596,151,6,2,19,2,6,1,6,6
1813,1193,6387.63,33707.3957574,5.27698,152,11,27,23,1,1,1,2,1
1814,257,7298.8,40668.2494092,5.571909,152,12,22,24,2,2,1,3,2
1815,1321,8209.97,6141.89497694,0.748102,152,13,23,38,3,3,1,4,3
1816,385,9120.14,67.04214913999999,0.007351,152,14,24,39,4,4,2,5,4
1817,1449,10031.31,59.41544913,0.005923,152,15,19,40,5,5,1,6,5
1818,513,10942.48,15220.322188719998,1.390939,152,16,20,25,1,6,1,1,6
1819,1577,11853.65,62551.473977,5.27698,152,9,21,26,2,1,1,2,1
1820,641,12764.82,71124.41544138,5.571909,152,10,16,27,3,2,1,3,2
1821,1705,13675.99,10231.03547098,0.748102,152,11,17,28,4,3,1,4,3
1822,769,14586.16,107.22286216,0.007351,152,12,18,29,5,4,2,5,4
1823,1833,15497.33,91.79068559,0.005923,152,13,13,30,1,5,1,6,5
1824,897,16408.5,22823.2225815,1.390939,152,14,14,31,2,6,1,1,6
1825,1214,6424.76,33847.40891376,5.268276,153,19,30,1,1,1,1,3,1
1826,285,7335.93,40801.67238735,5.561895,153,20,25,2,2,2,1,4,2
1827,1356,8246.1,6162.112623600001,0.747276,153,21,26,3,3,3,1,5,3
1828,427,9157.27,67.3059345,0.00735,153,22,27,4,4,4,2,6,4
1829,1498,10068.44,59.73605452,0.005933,153,23,22,5,5,5,1,1,5
1830,569,10979.61,15320.34391545,1.395345,153,24,23,6,1,6,1,2,6
1831,1640,11890.78,62643.91089528001,5.268276,153,17,24,7,2,1,1,3,1
1832,711,12801.95,71203.10169525,5.561895,153,18,19,8,3,2,1,4,2
1833,1782,13712.12,10246.73818512,0.747276,153,19,20,9,4,3,1,5,3
1834,853,14623.29,107.4811815,0.00735,153,20,21,10,5,4,2,6,4
1835,1924,15534.46,92.16595118,0.005933,153,21,16,11,1,5,1,1,5
1836,995,16445.63,22947.327592350004,1.395345,153,22,17,12,2,6,1,2,6
1837,1235,6461.89,33985.09561968,5.259312,154,27,33,13,1,1,1,4,1
1838,313,7372.06,40929.92039798,5.552033,154,28,28,14,2,2,1,5,2
1839,1391,8283.23,6183.55544345,0.746515,154,29,29,15,3,3,1,6,3
1840,469,9194.4,67.57884,0.00735,154,30,30,16,4,4,2,1,4
1841,1547,10105.57,60.07761365,0.005945,154,31,25,17,5,5,1,2,5
1842,625,11016.74,15421.232652,1.3998,154,32,26,18,1,6,1,3,6
1843,1703,11927.91,62732.60019792,5.259312,154,25,27,19,2,1,1,4,1
1844,781,12838.08,71277.44381663999,5.552033,154,26,22,20,3,2,1,5,2
1845,1859,13749.25,10264.02136375,0.746515,154,27,23,21,4,3,1,6,3
1846,937,14660.42,107.754087,0.00735,154,28,24,22,5,4,2,1,4
1847,15,15571.59,92.57310255,0.005945,154,29,19,23,1,5,1,2,5
1848,1093,16482.76,23072.567448,1.3998,154,30,20,24,2,6,1,3,6
1849,1256,6498.02,34115.39126042,5.250121,155,35,36,25,1,1,1,5,1
1850,341,7409.19,41064.40569759,5.542361,155,36,31,26,2,2,1,6,2
1851,1426,8320.36,6205.50753592,0.745822,155,37,32,27,3,3,1,1,3
1852,511,9231.53,67.86097703,0.007351,155,38,33,28,4,4,2,2,4
1853,1596,10142.7,60.430206600000005,0.005958,155,39,28,29,5,5,1,3,5
1854,681,11053.87,15522.79488682,1.404286,155,40,29,30,1,6,1,4,6
1855,1766,11964.04,62812.65764884,5.250121,155,33,30,31,2,1,1,5,1
1856,851,12875.21,71359.06177080999,5.542361,155,34,25,32,3,2,1,6,2
1857,1936,13786.38,10282.18550436,0.745822,155,35,26,33,4,3,1,1,3
1858,1021,14697.55,108.04169005,0.007351,155,36,27,34,5,4,2,2,4
1859,106,15608.72,92.99675376,0.005958,155,37,22,1,1,5,1,3,5
1860,1191,16519.89,23198.65024854,1.404286,155,38,23,2,2,6,1,4,6
1861,1277,6535.15,34249.00240555,5.240737,156,6,39,6,1,1,1,6,1
1862,369,7446.32,41199.86306912,5.532916,156,7,34,7,2,2,1,1,2
1863,1461,8357.49,6227.993190509999,0.745199,156,8,35,8,3,3,1,2,3
1864,553,9268.66,68.15245698,0.007353,156,1,36,9,4,4,2,3,4
1865,1645,10179.83,60.78376493,0.005971,156,2,31,10,5,5,1,4,5
1866,737,11090.0,15623.45892,1.408788,156,3,32,11,1,6,1,5,6
1867,1829,12001.17,62894.97566229,5.240737,156,4,33,12,2,1,1,6,1
1868,921,12912.34,71442.89258344,5.532916,156,5,28,35,3,2,1,1,2
1869,13,13823.51,10301.26582849,0.745199,156,6,29,36,4,3,1,2,3
1870,1105,14734.68,108.34410204,0.007353,156,7,30,37,5,4,2,3,4
1871,197,15645.85,93.42137035,0.005971,156,8,25,13,1,5,1,4,5
1872,1289,16556.02,23323.92230376,1.408788,156,1,26,14,2,6,1,5,6
1873,1298,6572.28,34380.87170232,5.231194,157,14,40,18,1,1,1,1,1
1874,397,7483.45,41336.60965265,5.523737,157,15,37,19,2,2,1,2,2
1875,1496,8394.62,6251.036993760001,0.744648,157,16,38,20,3,3,1,3,3
1876,595,9305.79,68.46269703,0.007357,157,9,39,21,4,4,2,4,4
1877,1694,10216.96,61.14850559999999,0.005985,157,10,34,22,5,5,1,5,5
1878,793,11127.13,15725.861557699998,1.41329,157,11,35,23,1,6,1,6,6
1879,1892,12038.3,62974.6827302,5.231194,157,12,36,24,2,1,1,1,1
1880,991,12949.47,71529.46656938999,5.523737,157,13,31,38,3,2,1,2,2
1881,90,13860.64,10321.29785472,0.744648,157,14,32,39,4,3,1,3,3
1882,1189,14771.81,108.67620617,0.007357,157,15,33,40,5,4,2,4,4
1883,288,15682.98,93.8626353,0.005985,157,16,28,25,1,5,1,5,5
1884,1387,16593.15,23450.9329635,1.41329,157,9,29,26,2,6,1,6,6
1885,1319,6609.41,34511.20615966,5.221526,158,22,10,30,1,1,1,2,1
1886,425,7520.58,41474.93829822,5.514859,158,23,11,31,2,2,1,3,2
1887,1531,8431.75,6274.68069275,0.744173,158,24,12,32,3,3,1,4,3
1888,637,9342.92,68.78257703999999,0.007362,158,17,40,33,4,4,2,5,4
1889,1743,10253.09,61.51854,0.006,158,18,37,34,5,5,1,6,5
1890,849,11164.26,15828.4087215,1.417775,158,19,38,1,1,6,1,1,6
1891,1955,12075.43,63052.17170618,5.221526,158,20,39,2,2,1,1,2,1
1892,1061,12986.6,71619.26788940001,5.514859,158,21,34,3,3,2,1,3,2
1893,167,13897.77,10342.34519421,0.744173,158,22,35,4,4,3,1,4,3
1894,1273,14808.94,109.02341628,0.007362,158,23,36,5,5,4,2,5,4
1895,379,15719.11,94.31466,0.006,158,24,31,6,1,5,1,6,5
1896,1485,16630.28,23577.995227,1.417775,158,17,32,7,2,6,1,1,6
1897,1340,6646.54,34640.23112926,5.211769,159,30,7,11,1,1,1,3,1
1898,453,7557.71,41615.14705407,5.506317,159,31,8,12,2,2,1,4,2
1899,1566,8468.88,6298.93275312,0.743774,159,32,9,35,3,3,1,5,3
1900,679,9379.05,69.09546135,0.007367,159,25,10,36,4,4,2,6,4
1901,1792,10290.22,61.8956733,0.006015,159,26,11,37,5,5,1,1,5
1902,905,11201.39,15930.91929553,1.422227,159,27,12,13,1,6,1,2,6
1903,18,12112.56,63127.86471864,5.211769,159,28,40,14,2,1,1,3,1
1904,1131,13023.73,71712.78590241,5.506317,159,29,37,15,3,2,1,4,2
1905,244,13934.9,10364.4163126,0.743774,159,30,38,16,4,3,1,5,3
1906,1357,14845.07,109.36363069,0.007367,159,31,39,17,5,4,2,6,4
1907,470,15756.24,94.7737836,0.006015,159,32,34,18,1,5,1,1,5
1908,1583,16667.41,23704.84052207,1.422227,159,25,35,19,2,6,1,2,6
1909,1361,6683.67,34768.1839932,5.20196,160,38,4,23,1,1,1,4,1
1910,481,7594.84,41757.54676148,5.498147,160,39,5,24,2,2,1,5,2
1911,1601,8505.01,6323.083704539999,0.743454,160,40,6,38,3,3,1,6,3
1912,721,9416.18,69.43491132000001,0.007374,160,33,7,39,4,4,2,1,4
1913,1841,10327.35,62.28424785,0.006031,160,34,8,40,5,5,1,2,5
1914,961,11238.52,16033.22102612,1.426631,160,35,9,25,1,6,1,3,6
1915,81,12149.69,63202.2013924,5.20196,160,36,10,26,2,1,1,4,1
1916,1201,13060.86,71810.52822642,5.498147,160,37,11,27,3,2,1,5,2
1917,321,13971.03,10386.81813762,0.743454,160,38,12,28,4,3,1,6,3
1918,1441,14882.2,109.7413428,0.007374,160,39,40,29,5,4,2,1,4
1919,561,15793.37,95.24981447,0.006031,160,40,37,30,1,5,1,2,5
1920,1681,16704.54,23831.21460474,1.426631,160,33,38,31,2,6,1,3,6
1921,1382,6720.8,34895.287466400005,5.192133,161,1,1,1,1,1,1,5,1
1922,509,7631.97,41902.4154486,5.49038,161,2,2,2,2,2,1,6,2
1923,1636,8542.14,6348.63803796,0.743214,161,3,3,3,3,3,1,1,3
1924,763,9453.31,69.78433442,0.007382,161,4,4,4,4,4,2,2,4
1925,1890,10364.48,62.68437504,0.006048,161,5,5,5,5,5,1,3,5
1926,1017,11275.65,16135.12815615,1.430971,161,6,6,6,1,6,1,4,6
1927,144,12186.82,63275.59028706,5.192133,161,7,7,7,2,1,1,5,1
1928,1271,13097.99,71912.9423362,5.49038,161,8,8,8,3,2,1,6,2
1929,398,14008.16,10411.06062624,0.743214,161,1,9,9,4,3,1,1,3
1930,1525,14919.33,110.13449406,0.007382,161,2,10,10,5,4,2,2,4
1931,652,15830.5,95.742864,0.006048,161,3,11,11,1,5,1,3,5
1932,1779,16741.67,23956.84426157,1.430971,161,4,12,12,2,6,1,4,6
1933,1403,6757.93,35021.78958725,5.182325,162,9,13,13,1,1,1,6,1
1934,537,7668.1,42044.560368800005,5.483048,162,10,14,14,2,2,1,1,2
1935,1671,8579.27,6374.86089058,0.743054,162,11,15,15,3,3,1,2,3
1936,805,9490.44,70.14384204000001,0.007391,162,12,1,16,4,4,2,3,4
1937,1939,10401.61,63.08576465,0.006065,162,13,2,17,5,5,1,4,5
1938,1073,11312.78,16236.45255218,1.435231,162,14,3,18,1,6,1,5,6
1939,207,12223.95,63348.48168375,5.182325,162,15,4,19,2,1,1,6,1
1940,1341,13134.12,72015.01039776001,5.483048,162,16,5,20,3,2,1,1,2
1941,475,14045.29,10436.40891566,0.743054,162,9,6,21,4,3,1,2,3
1942,1609,14956.46,110.54319586,0.007391,162,10,7,22,5,4,2,3,4
1943,743,15867.63,96.23717595,0.006065,162,11,8,23,1,5,1,4,5
1944,1877,16778.8,24081.4539028,1.435231,162,12,9,24,2,6,1,5,6
1945,1424,6794.06,35142.76452232,5.172572,163,17,16,25,1,1,1,1,1
1946,565,7705.23,42195.2264214,5.47618,163,18,17,26,2,2,1,2,2
1947,1706,8616.4,6401.7784064,0.742976,163,19,18,27,3,3,1,3,3
1948,847,9527.57,70.51354556999999,0.007401,163,20,13,28,4,4,2,4,4
1949,1988,10438.74,63.48841667999999,0.006082,163,21,14,29,5,5,1,5,5
1950,1129,11349.91,16337.01505436,1.439396,163,22,15,30,1,6,1,6,6
1951,270,12260.08,63416.14652576,5.172572,163,23,1,31,2,1,1,1,1
1952,1411,13171.25,72128.135825,5.47618,163,24,2,32,3,2,1,2,2
1953,552,14082.42,10462.90008192,0.742976,163,17,3,33,4,3,1,3,3
1954,1693,14993.59,110.96755959,0.007401,163,18,4,34,5,4,2,4,4
1955,834,15904.76,96.73275032,0.006082,163,19,5,1,1,5,1,5,5
1956,1975,16815.93,24204.78237828,1.439396,163,20,6,2,2,6,1,6,6
1957,1445,6831.19,35268.82599409,5.162911,164,25,19,6,1,1,1,2,1
1958,593,7742.36,42349.20718216,5.469806,164,26,20,7,2,2,1,3,2
1959,1741,8653.53,6429.3997194,0.74298,164,27,21,8,3,3,1,4,3
1960,889,9564.7,70.88399170000001,0.007411,164,28,16,9,4,4,2,5,4
1961,37,10475.87,63.89233113000001,0.006099,164,29,17,10,5,5,1,6,5
1962,1185,11386.04,16435.202210080002,1.443452,164,30,18,11,1,6,1,1,6
1963,333,12297.21,63489.40077831,5.162911,164,31,13,12,2,1,1,2,1
1964,1481,13208.38,72247.27617427999,5.469806,164,32,14,35,3,2,1,3,2
1965,629,14119.55,10490.543258999998,0.74298,164,25,15,36,4,3,1,4,3
1966,1777,15030.72,111.39266592,0.007411,164,26,1,37,5,4,2,5,4
1967,925,15941.89,97.22958711,0.006099,164,27,2,13,1,5,1,6,5
1968,73,16852.06,24325.13971112,1.443452,164,28,3,14,2,6,1,1,6
1969,1466,6868.32,35395.04231664,5.153377,165,33,22,18,1,1,1,3,1
1970,621,7779.49,42506.75216498999,5.463951,165,34,23,19,2,2,1,4,2
1971,1776,8690.66,6457.73396356,0.743066,165,35,24,20,3,3,1,5,3
1972,931,9601.83,71.27438409,0.007423,165,36,19,21,4,4,2,6,4
1973,86,10512.0,64.30190400000001,0.006117,165,37,20,22,5,5,1,1,5
1974,1241,11423.17,16533.72491045,1.447385,165,38,21,23,1,6,1,2,6
1975,396,12334.34,63563.50406618,5.153377,165,39,16,24,2,1,1,3,1
1976,1551,13245.51,72372.81761001,5.463951,165,40,17,38,3,2,1,4,2
1977,706,14156.68,10519.34758088,0.743066,165,33,18,39,4,3,1,5,3
1978,1861,15067.85,111.84865055,0.007423,165,34,13,40,5,4,2,6,4
1979,1016,15978.02,97.73754834,0.006117,165,35,14,25,1,5,1,1,5
1980,171,16889.19,24445.16026815,1.447385,165,36,15,26,2,6,1,2,6
1981,1487,6905.45,35521.66932725,5.144005,166,4,25,30,1,1,1,4,1
1982,649,7816.62,42668.1145968,5.45864,166,5,26,31,2,2,1,5,2
1983,1811,8727.79,6486.79027286,0.743234,166,6,27,32,3,3,1,6,3
1984,973,9638.96,71.66566759999999,0.007435,166,7,22,33,4,4,2,1,4
1985,135,10549.13,64.71891255,0.006135,166,8,23,34,5,5,1,2,5
1986,1297,11460.3,16630.958153999996,1.45118,166,1,24,1,1,6,1,3,6
1987,459,12371.47,63638.90353735,5.144005,166,2,19,2,2,1,1,4,1
1988,1621,13282.64,72505.1500096,5.45864,166,3,20,3,3,2,1,5,2
1989,783,14193.81,10549.32218154,0.743234,166,4,21,4,4,3,1,6,3
1990,1945,15104.98,112.3055263,0.007435,166,5,16,5,5,4,2,1,4
1991,1107,16015.15,98.25294525,0.006135,166,6,17,6,1,5,1,2,5
1992,269,16926.32,24563.1370576,1.45118,166,7,18,7,2,6,1,3,6
1993,1508,6942.58,35648.98194656,5.134832,167,12,28,11,1,1,1,5,1
1994,677,7853.75,42833.53571,5.453896,167,13,29,12,2,2,1,6,2
1995,1846,8764.92,6516.577781280001,0.743484,167,14,30,35,3,3,1,1,3
1996,1015,9675.09,72.06974541,0.007449,167,15,25,36,4,4,2,2,4
1997,184,10586.26,65.13725778,0.006153,167,16,26,37,5,5,1,3,5
1998,1353,11497.43,16726.73710232,1.454824,167,9,27,13,1,6,1,4,6
1999,522,12408.6,63716.076355200006,5.134832,167,10,22,14,2,1,1,5,1
2000,1691,13319.77,72644.64032392,5.453896,167,11,23,15,3,2,1,6,2
2001,860,14230.94,10580.476194960002,0.743484,167,12,24,16,4,3,1,1,3
2002,29,15141.11,112.78612839,0.007449,167,13,19,17,5,4,2,2,4
2003,1198,16052.28,98.76967884,0.006153,167,14,20,18,1,5,1,3,5
2004,367,16963.45,24678.8341828,1.454824,167,15,21,19,2,6,1,4,6
2005,1529,6979.71,35777.2256919,5.12589,168,20,31,23,1,1,1,6,1
2006,705,7890.88,43003.2443712,5.44974,168,21,32,24,2,2,1,1,2
2007,1881,8801.05,6546.353005749999,0.743815,168,22,33,38,3,3,1,2,3
2008,1057,9712.22,72.48229785999999,0.007463,168,23,28,39,4,4,2,3,4
2009,233,10623.39,65.55693969,0.006171,168,24,29,40,5,5,1,4,5
2010,1409,11534.56,16820.9065208,1.458305,168,17,30,25,1,6,1,5,6
2011,585,12445.73,63795.4429497,5.12589,168,18,25,26,2,1,1,6,1
2012,1761,13356.9,72791.632206,5.44974,168,19,26,27,3,2,1,1,2
2013,937,14267.07,10612.06067205,0.743815,168,20,27,28,4,3,1,2,3
2014,113,15178.24,113.27520512,0.007463,168,21,22,29,5,4,2,3,4
2015,1289,16089.41,99.28774911,0.006171,168,22,23,30,1,5,1,4,5
2016,465,17000.58,24792.0308169,1.458305,168,23,24,31,2,6,1,5,6
2017,1550,7016.84,35906.67188376,5.117214,169,28,34,1,1,1,1,1,1
2018,733,7927.01,43172.0025919,5.44619,169,29,35,2,2,2,1,2,2
2019,1916,8838.18,6577.5945105,0.744225,169,30,36,3,3,3,1,3,3
2020,1099,9749.35,72.89588995,0.007477,169,31,31,4,4,4,2,4,4
2021,282,10660.52,65.97795828000001,0.006189,169,32,32,5,5,5,1,5,5
2022,1465,11571.69,16913.28624921,1.461609,169,25,33,6,1,6,1,6,6
2023,648,12482.86,63877.46595204,5.117214,169,26,28,7,2,1,1,1,1
2024,1831,13393.03,72940.98605569999,5.44619,169,27,29,8,3,2,1,2,2
2025,1014,14304.2,10645.543245,0.744225,169,28,30,9,4,3,1,3,3
2026,197,15215.37,113.76532149,0.007477,169,29,25,10,5,4,2,4,4
2027,1380,16126.54,99.80715606,0.006189,169,30,26,11,1,5,1,5,5
2028,563,17037.71,24902.47027539,1.461609,169,31,27,12,2,6,1,6,6
2029,1571,7053.97,36037.57587892,5.108836,170,36,37,13,1,1,1,2,1
2030,761,7964.14,43350.90858882,5.443263,170,37,38,14,2,2,1,3,2
2031,1951,8875.31,6609.56761134,0.744714,170,38,39,15,3,3,1,4,3
2032,1141,9786.48,73.33009464,0.007493,170,39,34,16,4,4,2,5,4
2033,331,10697.65,66.40031354999999,0.006207,170,40,35,17,5,5,1,6,5
2034,1521,11608.82,17003.75209214,1.464727,170,33,36,18,1,6,1,1,6
2035,711,12519.99,63962.57563164,5.108836,170,34,31,19,2,1,1,2,1
2036,1901,13430.16,73103.89301207999,5.443263,170,35,32,20,3,2,1,3,2
2037,1091,14341.33,10680.18922962,0.744714,170,36,33,21,4,3,1,4,3
2038,281,15252.5,114.2869825,0.007493,170,37,28,22,5,4,2,5,4
2039,1471,16163.67,100.32789969,0.006207,170,38,29,23,1,5,1,6,5
2040,661,17074.84,25009.97916868,1.464727,170,39,30,24,2,6,1,1,6
2041,1592,7090.1,36165.1040889,5.100789,171,7,11,25,1,1,1,3,1
2042,789,8001.27,43534.71003825,5.440975,171,8,12,26,2,2,1,4,2
2043,1986,8912.44,6642.263283200001,0.74528,171,1,40,27,3,3,1,5,3
2044,1183,9823.61,73.76548749,0.007509,171,2,37,28,4,4,2,6,4
2045,380,10734.78,66.8240055,0.006225,171,3,38,29,5,5,1,1,5
2046,1577,11645.95,17092.14357965,1.467647,171,4,39,30,1,6,1,2,6
2047,774,12556.12,64046.11877868,5.100789,171,5,34,31,2,1,1,3,1
2048,1971,13467.29,73275.18820775,5.440975,171,6,35,32,3,2,1,4,2
2049,1168,14378.46,10715.9786688,0.74528,171,7,36,33,4,3,1,5,3
2050,365,15289.63,114.80983167,0.007509,171,8,31,34,5,4,2,6,4
2051,1562,16200.8,100.84998,0.006225,171,1,32,1,1,5,1,1,5
2052,759,17111.97,25114.33143459,1.467647,171,2,33,2,2,6,1,2,6
2053,1613,7127.23,36299.70936746,5.093102,172,15,8,6,1,1,1,4,1
2054,817,8038.4,43723.550464,5.439335,172,16,9,7,2,2,1,5,2
2055,21,8949.57,6675.672203969999,0.745921,172,9,10,8,3,3,1,6,3
2056,1225,9860.74,74.2020685,0.007525,172,10,11,9,4,4,2,1,4
2057,429,10771.91,67.24903413,0.006243,172,11,12,10,5,5,1,2,5
2058,1633,11682.08,17176.85146672,1.470359,172,12,40,11,1,6,1,3,6
2059,837,12593.25,64138.7067615,5.093102,172,13,37,12,2,1,1,4,1
2060,41,13504.42,73455.0643607,5.439335,172,14,38,35,3,2,1,5,2
2061,1245,14415.59,10752.89130839,0.745921,172,15,39,36,4,3,1,6,3
2062,449,15326.76,115.333869,0.007525,172,16,34,37,5,4,2,1,4
2063,1653,16237.93,101.37339699,0.006243,172,9,35,13,1,5,1,2,5
2064,857,17148.1,25213.8631679,1.470359,172,10,36,14,2,6,1,3,6
2065,1634,7164.36,36436.55223852,5.085807,173,23,5,18,1,1,1,5,1
2066,845,8075.53,43917.60702868,5.438356,173,24,6,19,2,2,1,6,2
2067,56,8986.7,6709.784754500001,0.746635,173,17,7,20,3,3,1,1,3
2068,1267,9897.87,74.64973554000001,0.007542,173,18,8,21,4,4,2,2,4
2069,478,10808.04,67.65833040000001,0.00626,173,19,9,22,5,5,1,3,5
2070,1689,11719.21,17260.67360613,1.472853,173,20,10,23,1,6,1,4,6
2071,900,12630.38,64235.67501666,5.085807,173,21,11,24,2,1,1,5,1
2072,111,13541.55,73643.76969179999,5.438356,173,22,12,38,3,2,1,6,2
2073,1322,14452.72,10790.9065972,0.746635,173,23,40,39,4,3,1,1,3
2074,533,15363.89,115.87445838,0.007542,173,24,37,40,5,4,2,2,4
2075,1744,16274.06,101.8756156,0.00626,173,17,38,25,1,5,1,3,5
2076,955,17185.23,25311.31756119,1.472853,173,18,39,26,2,6,1,4,6
2077,1655,7201.49,36575.8636057,5.07893,174,31,2,30,1,1,1,6,1
2078,873,8112.66,44117.00203704,5.438044,174,32,3,31,2,2,1,1,2
2079,91,9023.83,6744.581994769999,0.747419,174,25,4,32,3,3,1,2,3
2080,1309,9934.0,75.091106,0.007559,174,26,5,33,4,4,2,3,4
2081,527,10845.17,68.07513209,0.006277,174,27,6,34,5,5,1,4,5
2082,1745,11756.34,17342.03577348,1.475122,174,28,7,1,1,6,1,5,6
2083,963,12667.51,64337.3965643,5.07893,174,29,8,2,2,1,1,6,1
2084,181,13578.68,73841.45930192,5.438044,174,30,9,3,3,2,1,1,2
2085,1399,14489.85,10829.98919715,0.747419,174,31,10,4,4,3,1,2,3
2086,617,15400.02,116.40875118,0.007559,174,32,11,5,5,4,2,3,4
2087,1835,16311.19,102.38533963,0.006277,174,25,12,6,1,5,1,4,5
2088,1053,17222.36,25405.082127920003,1.475122,174,26,40,7,2,6,1,5,6
2089,1676,7238.62,36717.89271138,5.072499,175,39,14,11,1,1,1,1,1
2090,901,8149.79,44321.85053516,5.438404,175,40,15,12,2,2,1,2,2
2091,126,9060.96,6780.053600159999,0.748271,175,33,1,35,3,3,1,3,3
2092,1351,9971.13,75.55125201,0.007577,175,34,2,36,4,4,2,4,4
2093,576,10882.3,68.4823139,0.006293,175,35,3,37,5,5,1,5,5
2094,1801,11793.47,17420.80676479,1.477157,175,36,4,13,1,6,1,6,6
2095,1026,12704.64,64444.27369536,5.072499,175,37,5,14,2,1,1,1,1
2096,251,13615.81,74048.27556724,5.438404,175,38,6,15,3,2,1,2,2
2097,1476,14526.98,10870.11785158,0.748271,175,39,7,16,4,3,1,3,3
2098,701,15437.15,116.96728555,0.007577,175,40,8,17,5,4,2,4,4
2099,1926,16348.32,102.87997776,0.006293,175,33,9,18,1,5,1,5,5
2100,1151,17259.49,25494.976469930003,1.477157,175,34,10,19,2,6,1,6,6
2101,1697,7275.75,36862.878405,5.06654,176,2,17,23,1,1,1,2,1
2102,929,8186.92,44532.2601248,5.43944,176,3,18,24,2,2,1,3,2
2103,161,9097.09,6815.43066292,0.749188,176,4,13,38,3,3,1,4,3
2104,1393,10008.26,76.00272644,0.007594,176,5,14,39,4,4,2,5,4
2105,625,10919.43,68.89068387,0.006309,176,6,15,40,5,5,1,6,5
2106,1857,11830.6,17496.889531200002,1.478952,176,7,1,25,1,6,1,1,6
2107,1089,12741.77,64556.6873758,5.06654,176,8,2,26,2,1,1,2,1
2108,321,13652.94,74264.34795360001,5.43944,176,1,3,27,3,2,1,3,2
2109,1553,14563.11,10910.50725468,0.749188,176,2,4,28,4,3,1,4,3
2110,785,15474.28,117.51168232,0.007594,176,3,5,29,5,4,2,5,4
2111,17,16385.45,103.37580405,0.006309,176,4,6,30,1,5,1,6,5
2112,1249,17296.62,25580.87074224,1.478952,176,5,7,31,2,6,1,1,6
2113,1718,7312.88,37011.034146,5.061075,177,10,20,1,1,1,1,3,1
2114,957,8223.05,44742.8649536,5.441152,177,11,21,2,2,2,1,4,2
2115,196,9134.22,6852.19041474,0.750167,177,12,16,3,3,3,1,5,3
2116,1435,10045.39,76.46550868,0.007612,177,13,17,4,4,4,2,6,4
2117,674,10956.56,69.28928544,0.006324,177,14,18,5,5,5,1,1,5
2118,1913,11867.73,17570.174264999998,1.4805,177,15,13,6,1,6,1,2,6
2119,1152,12778.9,64674.97131749999,5.061075,177,16,14,7,2,1,1,3,1
2120,391,13689.07,74484.31060864,5.441152,177,9,15,8,3,2,1,4,2
2121,1630,14600.24,10952.61824008,0.750167,177,10,1,9,4,3,1,5,3
2122,869,15511.41,118.07285292,0.007612,177,11,2,10,5,4,2,6,4
2123,108,16422.58,103.85639592,0.006324,177,12,3,11,1,5,1,1,5
2124,1347,17333.75,25662.616875,1.4805,177,13,4,12,2,6,1,2,6
2125,1739,7349.01,37157.53523328,5.056128,178,18,23,13,1,1,1,4,1
2126,985,8260.18,44964.60371684,5.443538,178,19,24,14,2,2,1,5,2
2127,231,9171.35,6889.5548054,0.751204,178,20,19,15,3,3,1,6,3
2128,1477,10082.52,76.9296276,0.00763,178,21,20,16,4,4,2,1,4
2129,723,10993.69,69.68900091,0.006339,178,22,21,17,5,5,1,2,5
